station_name	latitude	longitude	elevation	Instrumentation	start_date	start_time
TAP094	25.14	121.483	244	NANO	1 1316	99999
TAP095	25.135	121.491	446	IDSA	9502	99081
TAP095	25.135	121.491	571	ETNA	9908	04162
TAP095	25.135	121.491	575	ETNA	0416	08140
TAP095	25.133	121.5	575	ETNA	0814	16153
TAP095	25.133	121.499	571	ETNA	1 1616	99999
TAP096	25.12	121.497	418	IDSA	9502	95060
TAP096	25.12	121.497	218	IDS	9506	99042
TAP096	25.12	121.497	993	ETNA	9904	08140
TAP096	25.118	121.505	993	ETNA	1 0814	19141
TAP096	25.118	121.505	301	SMTA	1 1914	99999
TAP097	25.018	121.53	492	IDSA	9502	06210
TAP097	25.018	121.53	356	SMTA	1 0621	08140
TAP097	25.017	121.538	356	SMTA	1 0814	10171
TAP098	25.103	121.54	453	IDSA	9502	99081
TAP098	25.103	121.54	582	ETNA	9908	05181
TAP098	25.103	121.54	506	A900	1 0518	08140
TAP098	25.102	121.549	506	A900	1 0814	14222
TAP098	25.1	121.548	197	SMTA	1 1422	99999
TAP099	25.035	121.512	450	IDSA	9503	99081
TAP100	25.035	121.512	463	IDSA	9503	99081
TAP100	25.035	121.512	572	ETNA	9908	00191
TAP100	25.035	121.512	052	A900	0021	08140
TAP100	25.033	121.52	052	A900	0814	13242
TAP100	25.033	121.52	384	NANO	1 1324	99999
TAP101	25.002	121.576	074	A800	9512	98060
TAP101	25.002	121.576	010	A800	9806	08140
TAP101	25.0	121.585	010	A800	0814	11163
TAP101	25.0	121.585	048	A900	1 1115	19151
TAP101	25.0	121.585	459	SMTA	1 1915	99999
TAP102	25.042	121.561	091	A800	9607	02171
TAP103	25.073	121.772	371	A900	1 9611	08140
TAP103	25.072	121.781	371	A900	1 0814	08211
TAP103	25.073	121.772	499	SMTA	1 0722	08140
TAP103	25.072	121.781	499	SMTA	1 0814	08210
TAP103	25.07	121.781	499	SMTA	1 0821	17153
TAP103	25.07	121.781	235	SMTA	1 1716	99999
TAP104	25.158	121.731	431	A900	1 9612	98031
TAP104	25.158	121.731	984	ETNA	1 9803	08140
TAP104	25.153	121.74	984	ETNA	1 0814	99999
TAP105	25.04	121.915	573	ETNA	0013	02211
TAP105	25.04	121.915	559	A900	1 0221	08140
TAP105	25.038	121.923	559	A900	1 0814	09192
TAP105	25.035	121.925	187	SMTA	1 0919	99999
TAP105	25.043	121.915	567	A900	1 0224	08140
TAP105	25.042	121.923	567	A900	1 0814	99999
TAP106	25.135	121.463	581	ETNA	0015	08140
TAP106	25.133	121.473	581	ETNA	1 0814	99999
TAP107	25.133	121.732	500	A900	1 0020	08140
TAP107	25.132	121.741	500	A900	1 0814	09201
TAP107	25.132	121.741	197	SMTA	1 0920	99999
TAP109	25.042	121.561	547	A900	1 0123	05243
TAP109	25.042	121.561	547	A900	1 0613	06153
TAP109	25.042	121.561	547	A900	1 0715	08140
TAP109	25.04	121.569	547	A900	1 0814	09201
TAP109	25.04	121.569	365	SMTA	1 0920	99999
TAP110	25.025	121.466	484	A900	1 0122	08140
TAP110	25.023	121.474	484	A900	1 0814	13193
TAP111	25.132	121.738	546	A900	1 0123	08140
TAP111	25.13	121.746	546	A900	1 0814	14243
TAP111	25.13	121.746	227	SMTA	1 1424	17153
TAP111	25.13	121.746	432	SMTA	1 1716	99999
TAP112	25.628	122.071	455	A900	1 0219	04171
TAP112	25.628	122.071	455	A900	1 0417	08140
TAP112	25.627	122.08	455	A900	1 0814	09151
TAP112	25.627	122.08	355	A900	1 0915	11240
TAP112	25.627	122.08	907	SMTA	1 1124	99999
TAP112	25.627	122.08	439	NANO	1 1616	99999
TAP113	24.983	121.684	558	A900	1 0222	08140
TAP113	24.982	121.692	558	A900	1 0814	14222
TAP113	24.982	121.689	153	SMTA	1 1422	99999
TAP114	25.202	121.66	981	ETNA	1 0414	05161
TAP114	25.202	121.66	573	ETNA	1 0516	08140
TAP114	25.202	121.661	573	ETNA	1 0814	19142
TAP114	25.202	121.66	233	NANO	1 1316	14200
TAP114	25.202	121.661	233	NANO	1 1420	19142
TAP114	25.202	121.661	467	SMTA	1 1914	99999
TAP115	24.99	121.457	153	A900	1 0613	08140
TAP115	24.988	121.465	153	A900	1 0814	12242
TAP115	24.988	121.465	194	NANO	1 1224	99999
TAP116	25.03	121.527	987	ETNA	1 0615	08140
TAP116	25.028	121.535	987	ETNA	1 0814	13190
TAP117	25.015	121.531	091	A800	0623	08140
TAP117	25.013	121.54	091	A800	0814	10191
TAP117	25.013	121.54	030	A800	0915	10191
TAP117	25.015	121.531	058	A900	0623	08140
TAP117	25.013	121.54	058	A900	0814	10191
TAP117	25.015	121.531	496	A900	0623	08140
TAP117	25.013	121.54	496	A900	1 0814	99999
TAP117	25.015	121.531	248	IDS	0623	08140
TAP117	25.013	121.54	248	IDS	0814	10191
TAP117	25.015	121.531	632	K2	0623	08140
TAP117	25.013	121.54	632	K2	1 0814	99999
TAP117	25.015	121.531	981	ETNA	0623	08140
TAP117	25.013	121.54	981	ETNA	1 0814	99999
TAP117	25.013	121.54	985	ETNA	0920	?10191
TAP117	25.013	121.54	985	ETNA	1716	00000
TAP117	25.015	121.531	194	CV57	0623	08140
TAP117	25.013	121.54	194	CV57	0814	10191
TAP117	25.015	121.531	333	SMTA	0623	08140
TAP117	25.013	121.54	333	SMTA	1 0814	99999
TAP117	25.015	121.531	500	IDSA	0624	08140
TAP117	25.013	121.54	500	IDSA	0814	10191
TAP117	25.015	121.531	048	A900	0714	08140
TAP117	25.013	121.54	048	A900	0814	10191
TAP117	25.015	121.531	123	A900	0714	08140
TAP117	25.013	121.54	123	A900	0814	10191
TAP117	25.015	121.531	261	A900	0714	08140
TAP117	25.013	121.54	261	A900	0814	10191
TAP117	25.015	121.531	054	A900	0714	08140
TAP117	25.013	121.54	054	A900	0814	99999
TAP117	25.015	121.531	083	A900	0714	08140
TAP117	25.013	121.54	083	A900	0814	10191
TAP117	25.015	121.531	628	K2	0714	07221
TAP117	25.015	121.531	606	REFT	0623	08140
TAP117	25.013	121.54	606	REFT	0814	10191
TAP117	25.015	121.531	607	REFT	0623	08140
TAP117	25.013	121.54	607	REFT	0814	10191
TAP117	25.015	121.531	608	REFT	0623	08140
TAP117	25.013	121.54	608	REFT	0814	10191
TAP117	25.015	121.531	60A	REFT	0623	08140
TAP117	25.013	121.54	60A	REFT	0814	10191
TAP117	25.015	121.531	60B	REFT	0623	08140
TAP117	25.013	121.54	60B	REFT	0814	10191
TAP117	25.015	121.531	60C	REFT	0623	08140
TAP117	25.013	121.54	60C	REFT	0814	10191
TAP117	25.015	121.531	60E	REFT	0623	08140
TAP117	25.013	121.54	60E	REFT	0814	10191
TAP117	25.015	121.531	60F	REFT	0623	08140
TAP117	25.013	121.54	60F	REFT	0814	10191
TAP118	25.122	121.448	077	A900	0618	08140
TAP118	25.113	121.476	077	A900	1 0814	14243
TAP118	25.113	121.476	157	A900	1 0818	13241
TAP118	25.118	121.473	348	NANO	1 1324	14243
TAP119	24.983	121.541	401	A900	0914	19142
TAP119	24.983	121.541	285	SMTA	1 1914	99999
TAP120	25.032	121.416	043	A900	0818	09221
TAP120	25.032	121.416	053	A900	0922	13231
TAP120	25.032	121.416	184	A900	1 1323	13242
TAP120	25.03	121.416	385	NANO	1 1324	14243
TAP121	25.128	121.784	247	A900	1 1015	13240
TAP121	25.128	121.784	351	NANO	1 1324	99999
TAP122	25.272	121.608	296	SMTA	1 1021	99999
TAP123	25.287	121.588	337	A900	1 1022	13193
TAP123	25.287	121.588	205	NANO	1 1316	15153
TAP123	25.287	121.589	352	NANO	1 1516	16201
TAP123	25.287	121.589	205	NANO	1 1620	19142
TAP123	25.287	121.589	466	SMTA	1 1914	99999
TAP124	24.863	121.553	250	NANO	1 1317	16172
TAP124	24.863	121.553	382	SMTA	1 1617	18221
TAP124	24.863	121.553	574	NANO	1 1822	99999
TAP125	25.067	121.655	175	NANO	1 1317	15192
TAP125	25.067	121.655	111	NANO	1 1519	15210
TAP125	25.067	121.655	175	NANO	1 1521	16142
TAP125	25.067	121.655	141	NANO	1 1614	16160
TAP125	25.067	121.655	175	NANO	1 1616	99999
TAP126	24.998	121.453	484	A900	1 1319	15232
TAP126	25.0	121.454	328	SMTA	1 1523	99999
TAP127	24.972	121.826	328	SMTA	1 1915	99999
TAP128	25.163	121.449	372	SMTA	1 1915	99999
TAP129	24.777	121.502	468	SMTA	1 1915	99999
TAP130	25.162	121.545	525	SMTA	1 1914	99999
TAP131	25.057	121.61	384	SMTA	1 1918	99999
TAP132	25.19	121.784	232	NANO	1 1921	99999
TCU001	24.975	121.093	203	A900	9311	08140
TCU001	24.973	121.102	203	A900	0814	13241
TCU001	24.973	121.101	310	NANO	1 1324	99999
TCU002	25.037	121.074	049	A900	9311	01190
TCU002	25.037	121.074	164	A900	0219	08140
TCU002	25.035	121.082	164	A900	0814	13241
TCU002	25.035	121.083	323	NANO	1 1324	99999
TCU003	25.047	121.135	047	A900	1 9311	08140
TCU003	25.045	121.143	047	A900	1 0814	12240
TCU003	25.045	121.143	112	NANO	1 1224	13191
TCU003	25.045	121.143	198	NANO	1 1319	13201
TCU003	25.045	121.143	112	NANO	1 1320	99999
TCU004	25.06	121.194	069	A900	1 9311	08140
TCU004	25.058	121.202	069	A900	1 0814	12240
TCU004	25.06	121.203	158	NANO	1 1224	99999
TCU005	25.105	121.236	096	A900	1 9311	08140
TCU005	25.103	121.245	096	A900	1 0814	13241
TCU005	25.103	121.245	331	NANO	1 1324	99999
TCU006	24.912	121.141	181	A900	1 9311	08140
TCU006	24.91	121.149	181	A900	1 0814	12240
TCU006	24.908	121.149	122	NANO	1 1224	99999
TCU007	25.0	121.31	046	A900	1 9311	08140
TCU007	24.998	121.318	046	A900	1 0814	12240
TCU007	24.998	121.318	113	NANO	1 1224	99999
TCU008	25.008	121.206	239	A900	1 9311	08140
TCU008	25.007	121.215	239	A900	1 0814	12240
TCU008	25.007	121.215	179	NANO	1 1224	99999
TCU009	24.965	121.22	155	A900	9311	08140
TCU009	24.963	121.228	155	A900	0814	13240
TCU009	24.962	121.228	333	NANO	1 1324	18163
TCU009	24.962	121.228	193	NANO	1 1817	19220
TCU009	24.962	121.228	333	NANO	1 1922	99999
TCU010	25.002	121.154	238	A900	1 9311	94121
TCU010	25.002	121.154	433	A900	9412	98031
TCU010	25.002	121.154	985	ETNA	1 9803	99091
TCU010	25.002	121.154	492	A900	0117	01181
TCU010	25.002	121.154	264	A900	1 9909	01223
TCU010	25.002	121.154	548	A900	1 0122	08140
TCU010	25.0	121.162	548	A900	1 0814	14232
TCU010	25.0	121.162	188	SMTA	1 1423	99999
TCU011	24.885	121.278	189	A900	1 9311	08140
TCU011	24.883	121.286	189	A900	1 0814	12240
TCU011	24.883	121.287	164	NANO	1 1224	99999
TCU012	24.937	121.291	036	A900	1 9311	96020
TCU012	24.937	121.291	036	A900	1 9608	04221
TCU012	24.937	121.291	147	CV57	1 0422	08140
TCU012	24.935	121.299	147	CV57	1 0814	17131
TCU012	24.935	121.299	670	SMTA	1 1713	18212
TCU012	24.935	121.299	514	NANO	1 1821	99999
TCU013	24.865	121.205	167	A900	1 9311	08140
TCU013	24.863	121.213	167	A900	1 0814	12240
TCU013	24.863	121.213	162	NANO	1 1224	99999
TCU014	25.045	121.307	086	A900	1 9311	08140
TCU014	25.043	121.315	086	A900	1 0814	12242
TCU014	25.043	121.315	107	NANO	1 1224	99999
TCU015	24.757	120.938	088	A900	1 9311	08140
TCU015	24.755	120.946	088	A900	1 0814	12241
TCU015	24.755	120.946	169	NANO	1 1224	99999
TCU016	24.815	120.957	011	A900	1 9311	04221
TCU016	24.815	120.957	144	CV57	1 0422	08140
TCU016	24.813	120.966	144	CV57	1 0814	16241
TCU016	24.813	120.966	459	SMTA	1 1624	18211
TCU016	24.813	120.966	447	NANO	1 1821	99999
TCU017	24.78	121.01	058	A900	1 9311	04182
TCU017	24.78	121.01	577	A900	1 0418	04200
TCU017	24.78	121.01	577	A900	1 0420	08140
TCU017	24.778	121.018	577	A900	1 0814	09191
TCU017	24.778	121.018	325	SMTA	1 0919	99999
TCU018	24.878	121.052	009	A900	1 9311	08140
TCU018	24.877	121.061	009	A900	1 0814	12242
TCU018	24.878	121.061	145	NANO	1 1224	99999
TCU019	24.902	120.98	256	A900	1 9311	95102
TCU019	24.902	120.98	256	A900	1 9608	08140
TCU019	24.9	120.988	256	A900	1 0814	12242
TCU019	24.9	120.987	134	NANO	1 1224	99999
TCU020	24.84	120.995	418	A900	1 9412	95101
TCU020	24.84	120.995	226	A900	1 9510	08140
TCU020	24.838	121.003	226	A900	1 0814	12241
TCU020	24.838	121.003	203	NANO	1 1224	99999
TCU021	24.793	121.166	195	A900	1 9311	08140
TCU021	24.792	121.174	195	A900	1 0814	12241
TCU021	24.792	121.174	170	NANO	1 1224	99999
TCU022	24.768	120.982	193	A900	1 9311	08140
TCU022	24.767	120.99	193	A900	1 0814	12241
TCU022	24.767	120.99	183	NANO	1 1224	99999
TCU023	24.72	121.132	200	A900	1 9311	08140
TCU023	24.718	121.14	200	A900	1 0814	12241
TCU023	24.72	121.14	157	NANO	1 1224	16171
TCU023	24.72	121.14	384	SMTA	1 1617	18211
TCU023	24.72	121.14	569	NANO	1 1821	99999
TCU024	24.735	121.079	039	A900	1 9311	08140
TCU024	24.733	121.088	039	A900	1 0814	11181
TCU024	24.733	121.088	359	SMTA	1 1118	11243
TCU024	24.733	121.088	359	SMTA	1 1213	12241
TCU024	24.733	121.088	153	NANO	1 1224	13180
TCU024	24.735	121.088	359	SMTA	1 1318	99999
TCU025	24.705	121.175	066	A900	1 9311	04221
TCU025	24.705	121.175	146	CV57	1 0422	08140
TCU025	24.703	121.183	146	CV57	1 0814	16171
TCU025	24.705	121.183	421	SMTA	1 1617	99999
TCU026	24.775	121.075	101	A900	1 9311	08140
TCU026	24.773	121.083	101	A900	1 0814	13240
TCU026	24.773	121.084	316	NANO	1 1324	99999
TCU027	24.83	121.066	113	A900	1 9311	08140
TCU027	24.828	121.074	113	A900	1 0814	13240
TCU027	24.83	121.075	368	NANO	1 1324	99999
TCU028	24.702	121.045	231	A900	1 9311	08140
TCU028	24.7	121.053	231	A900	1 0814	12241
TCU028	24.7	121.052	171	NANO	1 1224	17231
TCU028	24.7	121.053	171	NANO	1 1723	99999
TCU029	24.558	120.75	220	A900	1 9311	05220
TCU029	24.558	120.75	183	SMTA	1 0522	08140
TCU029	24.557	120.758	183	SMTA	1 0814	08211
TCU029	24.557	120.758	439	A900	1 0822	14243
TCU029	24.557	120.757	164	SMTA	1 1424	18211
TCU029	24.557	120.757	572	NANO	1 1821	99999
TCU030	24.587	120.877	216	A900	1 9311	08140
TCU030	24.585	120.885	216	A900	1 0814	12241
TCU030	24.585	120.885	123	NANO	1 1224	99999
TCU031	24.56	120.701	034	A900	1 9311	08140
TCU031	24.558	120.71	034	A900	1 0814	13242
TCU031	24.558	120.71	349	NANO	1 1324	99999
TCU032	24.522	120.815	225	A900	1 9311	05220
TCU032	24.522	120.815	170	SMTA	1 0522	08140
TCU032	24.52	120.823	170	SMTA	1 0814	08211
TCU032	24.52	120.823	308	A900	1 0822	14241
TCU032	24.522	120.823	170	SMTA	1 1424	18211
TCU032	24.522	120.823	528	NANO	1 1821	99999
TCU033	24.685	120.862	186	A900	1 9311	05221
TCU033	24.685	120.862	235	SMTA	1 0522	08140
TCU033	24.683	120.87	235	SMTA	1 0814	08211
TCU033	24.683	120.87	442	A900	1 0822	11181
TCU033	24.683	120.87	344	SMTA	1 1118	11243
TCU033	24.683	120.87	344	SMTA	1 1213	99999
TCU034	24.64	120.857	217	A900	1 9311	05221
TCU034	24.64	120.857	243	SMTA	1 0522	08140
TCU034	24.637	120.865	243	SMTA	1 0814	08211
TCU034	24.637	120.865	444	A900	1 0822	15231
TCU034	24.637	120.865	324	SMTA	1 1523	18211
TCU034	24.637	120.865	566	NANO	1 1821	99999
TCU035	24.615	120.788	006	A900	1 9311	05221
TCU035	24.615	120.788	247	SMTA	1 0522	08140
TCU035	24.613	120.796	247	SMTA	1 0814	08211
TCU035	24.613	120.796	408	A900	1 0822	15231
TCU035	24.613	120.797	345	SMTA	1 1523	18211
TCU035	24.613	120.797	553	NANO	1 1821	99999
TCU036	24.448	120.697	061	A900	1 9311	06211
TCU036	24.448	120.697	292	SMTA	1 0621	08140
TCU036	24.447	120.705	292	SMTA	1 0814	08211
TCU036	24.447	120.705	422	A900	1 0822	14232
TCU036	24.447	120.705	148	SMTA	1 1423	17153
TCU036	24.447	120.705	184	SMTA	1 1716	99999
TCU037	24.492	120.675	362	A900	9412	95101
TCU037	24.492	120.675	143	A900	9510	08140
TCU037	24.49	120.683	143	A900	0814	12241
TCU037	24.492	120.684	130	NANO	1 1224	99999
TCU038	24.493	120.666	054	A900	1 9311	06211
TCU038	24.493	120.666	369	SMTA	1 0621	08140
TCU038	24.49	120.674	369	SMTA	1 0814	99999
TCU039	24.492	120.783	171	A900	1 9311	02192
TCU039	24.492	120.783	481	IDSA	1 0219	06211
TCU039	24.492	120.783	290	SMTA	1 0621	08140
TCU039	24.49	120.791	290	SMTA	1 0814	08211
TCU039	24.49	120.791	317	A900	1 0822	09210
TCU039	24.49	120.791	371	A900	1 0922	14132
TCU039	24.488	120.791	239	NANO	1 1317	99999
TCU040	24.45	120.647	230	A900	1 9311	05220
TCU040	24.45	120.647	190	SMTA	1 0522	08140
TCU040	24.447	120.655	190	SMTA	1 0814	08212
TCU040	24.447	120.655	333	A900	1 0822	15231
TCU040	24.448	120.655	319	SMTA	1 1523	99999
TCU041	24.39	120.688	068	A900	1 9311	05220
TCU041	24.39	120.688	191	SMTA	1 0522	08140
TCU041	24.388	120.696	191	SMTA	1 0814	08212
TCU041	24.388	120.696	420	A900	1 0822	14232
TCU041	24.388	120.696	193	SMTA	1 1423	18211
TCU041	24.388	120.696	481	NANO	1 1821	99999
TCU042	24.555	120.807	079	A900	1 9311	05220
TCU042	24.555	120.807	198	SMTA	1 0522	08140
TCU042	24.553	120.815	198	SMTA	1 0814	08211
TCU042	24.553	120.815	400	A900	1 0822	14241
TCU042	24.552	120.815	172	SMTA	1 1424	99999
TCU043	24.688	120.952	081	A900	1 9311	08140
TCU043	24.687	120.96	081	A900	1 0814	12241
TCU043	24.687	120.96	210	NANO	1 1224	99999
TCU044	24.403	120.757	183	A900	1 9311	01161
TCU044	24.403	120.757	183	A900	1 0219	04221
TCU044	24.403	120.757	185	CV57	1 0422	08140
TCU044	24.402	120.765	185	CV57	1 0814	16171
TCU044	24.402	120.765	419	SMTA	1 1617	99999
TCU045	24.542	120.912	156	A900	1 9311	00182
TCU045	24.542	120.912	358	A900	1 0018	08140
TCU045	24.54	120.921	358	A900	1 0814	09200
TCU045	24.54	120.921	218	SMTA	1 0920	16171
TCU045	24.538	120.921	426	SMTA	1 1617	18211
TCU045	24.538	120.921	523	NANO	1 1821	99999
TCU046	24.467	120.853	021	A900	1 9311	98040
TCU046	24.467	120.853	021	A900	1 9901	05220
TCU046	24.467	120.853	189	SMTA	1 0522	08140
TCU046	24.465	120.861	189	SMTA	1 0814	08211
TCU046	24.465	120.861	325	A900	1 0822	14241
TCU046	24.465	120.861	123	SMTA	1 1424	17153
TCU046	24.465	120.861	163	SMTA	1 1716	99999
TCU047	24.618	120.938	105	A900	1 9311	05221
TCU047	24.618	120.938	237	SMTA	1 0522	08140
TCU047	24.617	120.946	237	SMTA	1 0814	08211
TCU047	24.617	120.946	367	A900	1 0822	15231
TCU047	24.617	120.946	329	SMTA	1 1523	17213
TCU048	24.178	120.589	067	A900	1 9311	05212
TCU048	24.178	120.589	169	SMTA	1 0521	08140
TCU048	24.177	120.597	169	SMTA	1 0814	14132
TCU048	24.177	120.597	245	NANO	1 1316	99999
TCU049	24.178	120.692	073	A900	1 9311	04221
TCU049	24.178	120.692	189	CV57	1 0422	08140
TCU049	24.177	120.7	189	CV57	1 0814	18221
TCU049	24.177	120.7	554	NANO	1 1822	99999
TCU050	24.182	120.633	201	A900	1 9311	05212
TCU050	24.182	120.633	180	SMTA	1 0521	08140
TCU050	24.178	120.641	180	SMTA	1 0814	08211
TCU050	24.178	120.641	397	A900	1 0822	14223
TCU050	24.18	120.642	155	SMTA	1 1422	18211
TCU050	24.178	120.642	511	NANO	1 1821	99999
TCU051	24.158	120.651	439	A900	9412	95101
TCU051	24.158	120.651	184	A900	9510	06220
TCU051	24.158	120.651	184	A900	0718	08140
TCU051	24.157	120.659	184	A900	0814	12240
TCU051	24.158	120.66	177	NANO	1 1224	99999
TCU052	24.197	120.74	030	A900	1 9311	96030
TCU052	24.197	120.74	030	A900	1 9608	02222
TCU052	24.197	120.74	030	A900	1 0321	05162
TCU052	24.197	120.74	076	A900	0516	05213
TCU052	24.197	120.74	217	SMTA	1 0521	07152
TCU052	24.197	120.74	220	SMTA	1 0715	08140
TCU052	24.195	120.748	220	SMTA	1 0814	08142
TCU052	24.195	120.748	217	SMTA	1 0814	08211
TCU052	24.195	120.748	436	A900	1 0822	14242
TCU052	24.195	120.748	207	SMTA	1 1424	99999
TCU053	24.193	120.669	415	A900	9412	95101
TCU053	24.193	120.669	072	A900	9510	99093
TCU053	24.193	120.669	072	A900	9910	05213
TCU053	24.193	120.669	194	SMTA	1 0521	08140
TCU053	24.192	120.678	194	SMTA	1 0814	08211
TCU053	24.192	120.679	448	A900	0822	99999
TCU053	24.192	120.679	241	NANO	1 1316	99999
TCU054	24.16	120.676	409	A900	9412	95101
TCU054	24.16	120.676	111	A900	9510	05213
TCU054	24.16	120.676	211	SMTA	1 0521	08140
TCU054	24.158	120.684	211	SMTA	1 0814	08211
TCU054	24.16	120.685	453	A900	1 0822	99999
TCU054	24.16	120.685	238	NANO	1 1316	99999
TCU055	24.138	120.665	400	A900	9412	95101
TCU055	24.138	120.665	164	A900	9510	00232
TCU055	24.138	120.665	049	A900	0123	05213
TCU055	24.138	120.665	182	SMTA	1 0521	08140
TCU055	24.137	120.674	182	SMTA	1 0814	08211
TCU055	24.137	120.674	328	A900	1 0822	14151
TCU055	24.137	120.675	247	NANO	1 1415	99999
TCU056	24.158	120.625	024	A900	1 9311	05212
TCU056	24.158	120.625	207	SMTA	1 0521	08140
TCU056	24.157	120.633	207	SMTA	1 0814	08211
TCU056	24.157	120.633	419	A900	1 0822	14132
TCU056	24.157	120.633	221	NANO	1 1316	99999
TCU057	24.172	120.611	128	A900	1 9311	02200
TCU057	24.172	120.611	128	A900	1 0315	05212
TCU057	24.172	120.611	203	SMTA	1 0521	08140
TCU057	24.17	120.619	203	SMTA	1 0814	08211
TCU057	24.17	120.619	313	A900	1 0822	14223
TCU057	24.17	120.62	158	SMTA	1 1422	99999
TCU058	24.25	120.704	070	A900	1 9311	05220
TCU058	24.25	120.704	136	SMTA	1 0522	08140
TCU058	24.248	120.713	136	SMTA	1 0814	09190
TCU058	24.248	120.713	431	A900	0920	14223
TCU058	24.248	120.713	200	SMTA	1 1422	99999
TCU059	24.268	120.564	346	A900	9412	95101
TCU059	24.268	120.564	104	A900	9510	04221
TCU059	24.268	120.564	191	CV57	0422	08140
TCU059	24.267	120.572	191	CV57	1 0814	17131
TCU059	24.267	120.572	502	SMTA	1 1713	17153
TCU059	24.267	120.572	503	SMTA	1 1716	18220
TCU059	24.267	120.572	518	NANO	1 1822	99999
TCU060	24.223	120.642	240	A900	1 9311	04221
TCU060	24.223	120.642	186	CV57	1 0422	08140
TCU060	24.222	120.65	186	CV57	1 0814	17131
TCU060	24.222	120.65	171	SMTA	1 1713	18212
TCU060	24.222	120.65	498	NANO	1 1821	99999
TCU061	24.135	120.549	254	A900	1 9311	05182
TCU061	24.135	120.549	528	A900	1 0518	05243
TCU061	24.135	120.549	528	A900	1 0613	08140
TCU061	24.133	120.557	528	A900	1 0814	09192
TCU061	24.133	120.557	193	SMTA	1 0919	09210
TCU061	24.133	120.557	699	SMTA	1 0921	17153
TCU061	24.133	120.557	669	SMTA	1 1716	19131
TCU061	24.133	120.557	501	NANO	1 1822	99999
TCU062	24.117	120.676	205	A900	1 9311	05220
TCU062	24.117	120.676	187	SMTA	1 0522	08140
TCU062	24.115	120.684	187	SMTA	1 0814	09190
TCU062	24.115	120.684	415	A900	1 0920	14222
TCU062	24.113	120.684	203	SMTA	1 1422	18212
TCU062	24.113	120.684	562	NANO	1 1821	99999
TCU063	24.108	120.616	165	A900	1 9311	05212
TCU063	24.108	120.616	181	SMTA	1 0521	08140
TCU063	24.107	120.624	181	SMTA	1 0814	18211
TCU063	24.107	120.624	581	NANO	1 1821	99999
TCU064	24.345	120.611	233	A900	1 9311	05220
TCU064	24.345	120.611	188	SMTA	1 0522	08140
TCU064	24.343	120.619	188	SMTA	1 0814	09190
TCU064	24.343	120.619	441	A900	1 0920	14243
TCU064	24.343	120.619	146	SMTA	1 1424	99999
TCU065	24.058	120.691	129	A900	9311	00183
TCU065	24.058	120.691	319	A900	0018	00241
TCU065	24.058	120.691	319	A900	0219	08140
TCU065	24.057	120.699	319	A900	0814	14151
TCU065	24.055	120.7	165	NANO	1 1415	99999
TCU066	24.215	120.696	124	A900	1 9311	05220
TCU066	24.215	120.696	168	SMTA	1 0522	08140
TCU066	24.213	120.704	168	SMTA	1 0814	18212
TCU066	24.213	120.704	551	NANO	1 1821	99999
TCU067	24.09	120.72	143	A900	1 9311	94101
TCU067	24.09	120.72	409	A900	1 9510	98031
TCU067	24.09	120.72	986	ETNA	1 9803	99091
TCU067	24.09	120.72	258	A900	9909	05220
TCU067	24.09	120.72	160	SMTA	1 0522	08140
TCU067	24.088	120.728	160	SMTA	1 0814	09190
TCU067	24.088	120.728	387	A900	1 0920	14223
TCU067	24.09	120.728	205	SMTA	1 1422	99999
TCU068	24.277	120.766	076	A900	1 9311	04221
TCU068	24.277	120.766	187	CV57	1 0422	08140
TCU068	24.275	120.773	187	CV57	1 0814	17131
TCU068	24.275	120.773	676	SMTA	1 1713	18220
TCU068	24.275	120.773	537	NANO	1 1822	99999
TCU069	24.26	120.822	090	A900	1 9311	00180
TCU069	24.26	120.822	455	A900	1 0018	02192
TCU069	24.26	120.822	410	A900	1 0219	08140
TCU069	24.258	120.831	410	A900	1 0814	09192
TCU069	24.258	120.831	377	SMTA	1 0919	19150
TCU069	24.258	120.831	571	NANO	1 1822	99999
TCU070	24.197	120.539	235	A900	1 9311	94123
TCU070	24.197	120.539	235	A900	1 9510	01230
TCU070	24.197	120.539	235	A900	1 0321	05213
TCU070	24.197	120.539	184	SMTA	1 0521	08140
TCU070	24.195	120.547	184	SMTA	1 0814	09190
TCU070	24.195	120.547	485	A900	0919	16241
TCU070	24.195	120.547	447	SMTA	1 1624	18211
TCU070	24.195	120.547	470	NANO	1 1821	99999
TCU071	23.985	120.788	063	A900	1 9311	05220
TCU071	23.985	120.788	186	SMTA	1 0522	08140
TCU071	23.983	120.795	186	SMTA	1 0814	18212
TCU071	23.983	120.795	471	NANO	1 1821	99999
TCU072	24.043	120.847	209	A900	1 9311	05221
TCU072	24.043	120.847	232	SMTA	1 0522	08140
TCU072	24.042	120.855	232	SMTA	1 0814	16171
TCU072	24.038	120.858	428	SMTA	1 1617	99999
TCU073	24.013	120.949	028	A900	1 9311	00220
TCU073	24.013	120.949	505	A900	1 0022	08140
TCU073	24.012	120.957	505	A900	1 0814	09201
TCU073	24.012	120.957	188	SMTA	1 0920	99999
TCU074	23.962	120.962	202	A900	1 9311	05221
TCU074	23.962	120.962	241	SMTA	1 0522	08140
TCU074	23.96	120.971	241	SMTA	1 0814	09191
TCU074	23.96	120.971	505	A900	0919	14232
TCU074	23.96	120.971	152	SMTA	1 1423	99999
TCU075	23.983	120.679	173	A900	1 9311	04221
TCU075	23.983	120.679	188	CV57	1 0422	08140
