station_name	latitude	longitude	elevation	Instrumentation	start_date	start_time
TCU075	23.98	120.688	188	CV57	1 0814	19151
TCU075	23.98	120.688	507	SMTA	1 1915	99999
TCU076	23.907	120.675	091	A900	1 9311	05220
TCU076	23.907	120.675	199	SMTA	1 0522	08140
TCU076	23.905	120.684	199	SMTA	1 0814	10150
TCU076	23.905	120.683	050	SMTA	1 1015	17153
TCU076	23.905	120.683	398	SMTA	1 1716	99999
TCU076	23.905	120.683	222	NANO	1 1316	99999
TCU077	23.828	120.779	218	A900	1 9311	00182
TCU077	23.828	120.779	218	A900	1 0118	05220
TCU077	23.828	120.779	206	SMTA	1 0522	08140
TCU077	23.827	120.787	206	SMTA	1 0814	18211
TCU077	23.827	120.787	497	NANO	1 1821	99999
TCU078	23.812	120.847	020	A900	1 9311	05220
TCU078	23.812	120.847	215	SMTA	1 0522	08140
TCU078	23.81	120.855	215	SMTA	1 0814	16171
TCU078	23.81	120.854	425	SMTA	1 1617	17230
TCU078	23.808	120.854	425	SMTA	1 1723	18211
TCU078	23.808	120.854	495	NANO	1 1821	18220
TCU078	23.808	120.854	397	NANO	1 1822	99999
TCU079	23.838	120.894	121	A900	1 9311	05220
TCU079	23.838	120.894	171	SMTA	1 0522	08140
TCU079	23.837	120.902	171	SMTA	1 0814	16171
TCU079	23.837	120.902	430	SMTA	1 1617	99999
TCU080	23.902	120.93	074	A900	1 9311	05220
TCU080	23.902	120.93	172	SMTA	1 0522	08140
TCU080	23.9	120.938	172	SMTA	1 0814	16171
TCU080	23.9	120.938	422	SMTA	1 1617	99999
TCU081	24.828	121.006	012	A900	1 9311	94120
TCU081	24.828	121.006	367	A900	1 9412	08140
TCU081	24.827	121.014	367	A900	1 0814	08222
TCU081	24.828	121.014	237	SMTA	1 0822	99999
TCU082	24.147	120.676	102	A900	1 9311	94120
TCU082	24.147	120.676	374	A900	1 9412	08140
TCU082	24.145	120.684	374	A900	1 0814	09192
TCU082	24.145	120.684	241	SMTA	1 0919	17153
TCU082	24.145	120.684	245	SMTA	1 1716	99999
TCU083	24.968	121.186	253	A900	1 9311	94121
TCU083	24.968	121.186	442	A900	1 9412	08140
TCU083	24.967	121.195	442	A900	1 0814	08211
TCU083	24.967	121.194	247	SMTA	1 0821	99999
TCU084	23.882	120.9	179	A900	1 9310	94120
TCU084	23.882	120.9	448	A900	1 9412	08140
TCU084	23.88	120.908	448	A900	1 0814	08222
TCU084	23.88	120.908	203	SMTA	1 0822	99999
TCU085	24.675	121.359	093	A900	1 9310	94103
TCU085	24.675	121.359	355	A900	1 9410	08140
TCU085	24.673	121.367	355	A900	1 0814	08212
TCU085	24.675	121.359	513	SMTA	1 0722	08140
TCU085	24.673	121.367	513	SMTA	1 0814	08212
TCU085	24.673	121.367	513	SMTA	1 0821	16172
TCU085	24.673	121.367	383	SMTA	1 1617	99999
TCU086	23.862	120.281	152	A900	1 9311	94112
TCU086	23.862	120.281	313	A900	1 9411	08140
TCU086	23.86	120.289	313	A900	1 0814	08212
TCU086	23.862	120.289	194	SMTA	1 0821	99999
TCU087	24.347	120.773	215	A900	1 9311	94120
TCU087	24.347	120.773	447	A900	1 9412	08140
TCU087	24.345	120.781	447	A900	1 0814	09201
TCU087	24.345	120.781	398	SMTA	1 0920	17153
TCU087	24.345	120.781	908	SMTA	1 1716	99999
TCU088	24.253	121.176	087	A900	1 9310	94120
TCU088	24.253	121.176	318	A900	1 9412	01173
TCU088	24.25	121.153	318	A900	1 0118	08140
TCU088	24.248	121.162	318	A900	1 0814	08221
TCU088	24.25	121.153	514	SMTA	1 0722	08140
TCU088	24.248	121.162	514	SMTA	1 0814	08221
TCU088	24.248	121.162	514	SMTA	1 0822	99999
TCU089	23.907	120.862	115	A900	1 9311	94120
TCU089	23.907	120.862	351	A900	1 9412	08140
TCU089	23.905	120.87	351	A900	1 0814	09192
TCU089	23.905	120.87	179	SMTA	1 0919	99999
TCU090	23.647	120.648	204	A900	1 9311	98023
TCU090	23.647	120.648	204	A900	1 9902	05220
TCU090	23.647	120.648	179	SMTA	1 0522	08140
TCU090	23.645	120.656	179	SMTA	1 0814	09191
TCU090	23.645	120.656	351	A900	1 0919	14132
TCU090	23.645	120.656	228	NANO	1 1317	99999
TCU091	24.982	121.262	253	A900	1 9412	08140
TCU091	24.98	121.27	253	A900	1 0814	12240
TCU091	24.98	121.27	192	NANO	1 1224	99999
TCU092	25.01	121.279	238	A900	9412	08140
TCU092	25.008	121.287	238	A900	0814	13240
TCU092	25.01	121.287	306	NANO	1 1324	99999
TCU093	24.852	120.947	100	A900	9412	08140
TCU093	24.85	120.955	100	A900	0814	12241
TCU093	24.85	120.955	135	NANO	1 1224	99999
TCU094	24.768	121.05	012	A900	1 9412	08140
TCU094	24.767	121.058	012	A900	1 0814	12241
TCU094	24.767	121.058	187	NANO	1 1224	99999
TCU095	24.69	121.012	093	A900	9412	04221
TCU095	24.69	121.012	190	CV57	0422	08140
TCU095	24.688	121.021	190	CV57	1 0814	17131
TCU095	24.688	121.02	159	SMTA	1 1713	18211
TCU095	24.688	121.02	582	NANO	1 1821	99999
TCU096	24.793	120.958	435	A900	9412	95101
TCU096	24.793	120.958	044	A900	9510	08140
TCU096	24.792	120.966	044	A900	0814	12241
TCU096	24.792	120.966	152	NANO	1 1224	13190
TCU096	24.792	120.966	176	NANO	1 1319	13223
TCU096	24.792	120.966	152	NANO	1 1322	99999
TCU097	24.79	120.92	163	A900	9412	08140
TCU097	24.788	120.928	163	A900	0814	12241
TCU097	24.788	120.927	212	NANO	1 1224	99999
TCU098	24.743	120.899	087	A900	9412	08140
TCU098	24.742	120.907	087	A900	0814	15231
TCU098	24.742	120.907	340	SMTA	1 1523	99999
TCU099	24.137	120.691	150	A900	9412	05212
TCU099	24.137	120.691	204	SMTA	1 0521	08140
TCU099	24.135	120.699	204	SMTA	1 0814	08211
TCU099	24.135	120.699	362	A900	1 0822	14223
TCU099	24.135	120.699	206	SMTA	1 1422	18221
TCU099	24.135	120.699	448	NANO	1 1822	99999
TCU100	24.185	120.617	147	A900	9412	95052
TCU100	24.185	120.617	158	A900	1 9901	05212
TCU100	24.185	120.617	201	SMTA	1 0521	08140
TCU100	24.183	120.625	201	SMTA	1 0814	08211
TCU100	24.183	120.625	440	A900	1 0822	14223
TCU100	24.183	120.625	154	SMTA	1 1422	99999
TCU101	24.24	120.709	146	A900	9412	05220
TCU101	24.24	120.709	210	SMTA	1 0522	08140
TCU101	24.238	120.717	210	SMTA	1 0814	09190
TCU101	24.238	120.717	569	A900	0919	14223
TCU101	24.238	120.717	182	SMTA	1 1422	99999
TCU102	24.248	120.721	062	A900	9412	05220
TCU102	24.248	120.721	185	SMTA	1 0522	08140
TCU102	24.247	120.729	185	SMTA	1 0814	09190
TCU102	24.247	120.729	410	A900	1 0919	14242
TCU102	24.247	120.729	156	SMTA	1 1424	18220
TCU102	24.247	120.729	557	NANO	1 1822	99999
TCU103	24.308	120.707	215	A900	1 9412	03160
TCU103	24.308	120.707	569	A900	1 0316	05221
TCU103	24.308	120.707	078	A900	0522	08140
TCU103	24.307	120.715	078	A900	0814	12240
TCU103	24.307	120.715	207	NANO	1 1224	99999
TCU104	24.245	120.601	179	A900	9412	05220
TCU104	24.245	120.601	208	SMTA	1 0522	08140
TCU104	24.243	120.609	208	SMTA	1 0814	18212
TCU104	24.243	120.609	555	NANO	1 1821	99999
TCU105	24.238	120.56	177	A900	1 9412	05220
TCU105	24.238	120.56	197	SMTA	1 0522	08140
TCU105	24.237	120.568	197	SMTA	1 0814	09190
TCU105	24.237	120.568	374	A900	0919	15231
TCU105	24.237	120.568	318	SMTA	1 1523	99999
TCU106	24.083	120.549	014	A900	9412	96063
TCU106	24.083	120.549	014	A900	9901	99020
TCU106	24.083	120.549	378	A900	9902	08140
TCU106	24.082	120.557	378	A900	0814	09191
TCU106	24.082	120.557	322	SMTA	1 0919	19142
TCU107	24.072	120.539	159	A900	1 9411	96030
TCU107	24.072	120.539	159	A900	1 9608	08140
TCU107	24.07	120.547	159	A900	1 0814	13232
TCU107	24.072	120.547	320	NANO	1 1323	18161
TCU107	24.072	120.547	176	SMTA	1 1818	99999
TCU108	24.085	120.524	019	A900	1 9412	08140
TCU108	24.083	120.532	019	A900	1 0814	13232
TCU108	24.083	120.532	366	NANO	1 1323	99999
TCU109	24.083	120.572	017	A900	9411	08140
TCU109	24.082	120.58	017	A900	0814	12240
TCU109	24.082	120.581	128	NANO	1 1224	99999
TCU110	23.962	120.572	099	A900	9412	95112
TCU110	23.962	120.572	099	A900	9901	00183
TCU110	23.962	120.572	357	A900	1 0018	08140
TCU110	23.96	120.58	357	A900	1 0814	09191
TCU110	23.96	120.58	316	SMTA	1 0919	99999
TCU111	24.113	120.487	149	A900	1 9411	08140
TCU111	24.112	120.495	149	A900	1 0814	13232
TCU111	24.112	120.495	304	NANO	1 1323	17141
TCU111	24.112	120.495	397	NANO	1 1714	17200
TCU111	24.112	120.495	304	NANO	1 1720	99999
TCU112	24.057	120.422	065	A900	9411	08140
TCU112	24.055	120.43	065	A900	0814	12240
TCU112	24.055	120.43	189	NANO	1 1224	13160
TCU112	24.055	120.43	174	NANO	1 1316	16241
TCU112	24.055	120.43	189	NANO	1 1624	99999
TCU113	23.892	120.387	141	A900	1 9411	08140
TCU113	23.89	120.395	141	A900	1 0814	12240
TCU113	23.89	120.395	139	NANO	1 1224	99999
TCU114	23.878	120.514	185	A900	9412	96073
TCU114	23.878	120.514	185	A900	1 9901	00232
TCU114	23.878	120.514	420	IDSA	0023	03173
TCU114	23.878	120.514	418	IDSA	0318	05160
TCU114	23.878	120.514	036	A900	1 0516	07212
TCU115	23.958	120.47	222	A900	9411	08140
TCU115	23.957	120.478	222	A900	0814	12240
TCU115	23.957	120.478	190	NANO	1 1224	99999
TCU116	23.857	120.58	196	A900	9412	08140
TCU116	23.855	120.588	196	A900	0814	12240
TCU116	23.855	120.589	197	NANO	1 1224	99999
TCU117	24.133	120.46	134	A900	9411	04243
TCU117	24.133	120.46	240	A900	0513	08140
TCU117	24.132	120.468	240	A900	0814	12240
TCU117	24.132	120.469	143	NANO	1 1224	13221
TCU117	24.132	120.468	202	NANO	1 1322	17142
TCU117	24.132	120.468	143	NANO	1 1715	99999
TCU118	24.002	120.423	084	A900	9412	08140
TCU118	24.0	120.431	084	A900	0814	13240
TCU118	24.0	120.431	319	NANO	1 1324	99999
TCU119	23.923	120.312	148	A900	9411	08140
TCU119	23.922	120.32	148	A900	0814	12240
TCU119	23.922	120.32	137	NANO	1 1224	99999
TCU120	23.978	120.613	161	A900	9412	05221
TCU120	23.978	120.613	250	SMTA	1 0522	08140
TCU120	23.977	120.621	250	SMTA	1 0814	09190
TCU120	23.977	120.621	357	A900	0919	14241
TCU120	23.977	120.621	176	SMTA	1 1424	18161
TCU120	23.977	120.621	320	NANO	1 1816	99999
TCU121	23.895	120.451	152	A900	9411	08140
TCU121	23.893	120.459	152	A900	0814	13240
TCU121	23.893	120.459	344	NANO	1 1324	99999
TCU122	23.812	120.61	078	A900	1 9412	05182
TCU122	23.812	120.61	519	A900	1 0518	07243
TCU122	23.812	120.61	519	A900	1 0813	08140
TCU122	23.81	120.618	519	A900	1 0814	09191
TCU122	23.812	120.618	293	SMTA	1 0919	19132
TCU122	23.812	120.618	570	NANO	1 1822	99999
TCU123	24.017	120.543	198	A900	1 9412	96073
TCU123	24.017	120.543	198	A900	9901	08140
TCU123	24.015	120.552	198	A900	0814	13241
TCU123	24.015	120.552	372	NANO	1 1324	99999
TCU124	23.913	120.683	102	A900	9412	02200
TCU124	23.913	120.683	102	A900	0321	05220
TCU124	23.913	120.683	218	SMTA	1 0522	08140
TCU124	23.912	120.692	218	SMTA	1 0814	09190
TCU124	23.912	120.692	524	A900	1 0919	14231
TCU124	23.913	120.692	175	SMTA	1 1423	99999
TCU125	23.953	120.683	115	A900	9412	05220
TCU125	23.953	120.683	195	SMTA	1 0522	08140
TCU125	23.952	120.691	195	SMTA	1 0814	09190
TCU125	23.952	120.691	528	A900	1 0919	14132
TCU125	23.952	120.691	218	NANO	1 1317	99999
TCU126	23.763	120.679	077	A900	9411	05220
TCU126	23.763	120.679	219	SMTA	1 0522	08140
TCU126	23.763	120.686	219	SMTA	1 0814	13193
TCU126	23.763	120.686	246	NANO	1 1317	99999
TCU127	24.63	121.001	999	A800	9101	94121
TCU127	24.63	121.001	408	A900	1 9412	08140
TCU127	24.628	121.009	408	A900	1 0814	08212
TCU127	24.628	121.009	235	SMTA	1 0821	17153
TCU127	24.628	121.009	668	SMTA	1 1716	99999
TCU128	24.415	120.761	999	A800	9111	94120
TCU128	24.415	120.761	444	A900	1 9412	06241
TCU128	24.415	120.761	444	A900	1 0624	08140
TCU128	24.413	120.769	444	A900	1 0814	08212
TCU128	24.413	120.77	183	SMTA	1 0821	99999
TCU129	23.878	120.684	999	A800	9105	94120
TCU129	23.878	120.684	436	A900	1 9412	08140
TCU129	23.877	120.692	436	A900	1 0814	08222
TCU129	23.877	120.692	182	SMTA	1 0822	10162
TCU129	23.875	120.692	245	SMTA	1 1016	17153
TCU129	23.875	120.692	241	SMTA	1 1716	99999
TCU130	24.145	121.264	345	A900	1 9412	08140
TCU130	24.143	121.272	345	A900	1 0814	08221
TCU130	24.145	121.264	539	SMTA	1 0722	08140
TCU130	24.143	121.272	539	SMTA	1 0814	08221
TCU130	24.143	121.272	539	SMTA	1 0822	17153
TCU130	24.143	121.272	540	SMTA	1 1716	99999
TCU131	24.567	120.817	380	A900	9902	08140
TCU131	24.565	120.826	380	A900	0814	09201
TCU131	24.565	120.826	160	SMTA	1 0920	99999
TCU132	24.575	120.82	244	IDS	9908	01222
TCU132	24.575	120.82	523	A900	0122	02232
TCU132	24.575	120.82	523	A900	0321	08140
TCU132	24.573	120.828	523	A900	1 0814	15231
TCU132	24.573	120.828	351	SMTA	1 1523	99999
TCU133	24.135	120.651	247	IDS	9908	03220
TCU133	24.135	120.651	139	CV57	1 0322	08140
TCU133	24.133	120.659	139	CV57	1 0814	99999
TCU134	24.123	120.621	248	IDSA	9908	01222
TCU134	24.123	120.621	525	A900	0122	02220
TCU134	24.123	120.621	526	A900	0414	08140
TCU134	24.122	120.629	526	A900	1 0814	14151
TCU134	24.122	120.629	196	NANO	1 1415	99999
TCU135	24.333	120.645	268	IDS	9911	01222
TCU135	24.333	120.645	519	A900	0122	05182
TCU135	24.333	120.645	078	A900	0518	05221
TCU135	24.333	120.645	569	A900	1 0522	05243
TCU135	24.333	120.645	569	A900	1 0613	08140
TCU135	24.332	120.653	569	A900	1 0814	09192
TCU135	24.332	120.653	314	SMTA	1 0919	19142
TCU135	24.332	120.653	475	NANO	1 1821	99999
TCU136	24.26	120.652	246	IDS	9908	03220
TCU136	24.26	120.652	097	CV57	1 0322	08140
TCU136	24.258	120.659	097	CV57	1 0814	17131
TCU136	24.258	120.659	215	SMTA	1 1713	18212
TCU136	24.257	120.659	521	NANO	1 1821	99999
TCU137	24.185	120.922	267	IDS	9908	01222
TCU137	24.185	120.922	518	A900	1 0122	05142
TCU137	24.185	120.922	073	A900	0514	08140
TCU137	24.182	120.931	073	A900	0814	12241
TCU137	24.183	120.93	204	NANO	1 1224	99999
TCU138	23.922	120.594	479	IDSA	9909	06211
TCU138	23.922	120.594	325	SMTA	1 0621	08140
TCU138	23.92	120.603	325	SMTA	1 0814	09190
TCU138	23.92	120.603	519	A900	1 0919	14243
TCU138	23.92	120.603	100	SMTA	1 1424	18211
TCU138	23.92	120.603	479	NANO	1 1821	99999
TCU139	23.922	120.54	493	IDSA	9909	06211
TCU139	23.922	120.54	298	SMTA	1 0621	08140
TCU139	23.92	120.548	298	SMTA	1 0814	09190
TCU139	23.92	120.548	378	A900	0919	14243
TCU139	23.92	120.548	254	SMTA	1 1424	18220
TCU139	23.92	120.548	385	NANO	1 1915	99999
TCU140	23.958	120.359	446	IDSA	9909	06211
TCU140	23.958	120.359	322	SMTA	1 0621	08140
TCU140	23.955	120.368	322	SMTA	1 0814	09191
TCU140	23.955	120.368	376	A900	0920	14132
TCU140	23.955	120.368	216	NANO	1 1316	99999
TCU141	23.833	120.463	501	IDSA	9909	06211
TCU141	23.833	120.463	365	SMTA	1 0621	08140
TCU141	23.832	120.472	365	SMTA	1 0814	09190
TCU141	23.832	120.472	491	A900	0920	14242
TCU141	23.832	120.471	236	SMTA	1 1424	18211
TCU141	23.832	120.471	596	NANO	1 1821	99999
TCU142	23.982	120.869	290	IDS	9908	01192
TCU142	23.982	120.869	450	A900	0222	08140
TCU142	23.98	120.877	450	A900	0814	14241
TCU142	23.98	120.876	159	SMTA	1 1424	16171
TCU142	23.98	120.876	414	SMTA	1 1617	99999
TCU143	23.88	120.756	253	IDS	9908	01181
TCU143	23.88	120.756	492	A900	0118	08140
TCU143	23.878	120.764	492	A900	0814	14232
TCU143	23.878	120.763	179	SMTA	1 1423	16172
TCU143	23.878	120.763	410	SMTA	1 1617	18212
TCU143	23.878	120.763	578	NANO	1 1821	99999
TCU144	24.085	120.436	500	IDSA	9911	06211
TCU144	24.085	120.436	352	SMTA	1 0621	08140
TCU144	24.083	120.444	352	SMTA	1 0814	09191
TCU144	24.083	120.444	320	A900	0920	16241
TCU144	24.083	120.444	449	SMTA	1 1624	99999
TCU145	23.98	120.337	453	IDSA	9909	06211
TCU145	23.98	120.337	328	SMTA	1 0621	08140
TCU145	23.978	120.344	328	SMTA	1 0814	18220
TCU145	23.978	120.344	552	NANO	1 1822	99999
TCU146	24.162	120.484	269	IDS	9908	01222
TCU146	24.162	120.484	528	A900	0122	05182
TCU146	24.162	120.484	254	A900	0518	05221
TCU146	24.162	120.484	193	SMTA	1 0522	08140
TCU146	24.16	120.492	193	SMTA	1 0814	09191
TCU146	24.16	120.492	433	A900	1 0920	15231
TCU146	24.16	120.491	343	SMTA	1 1523	18220
TCU146	24.16	120.491	535	NANO	1 1822	99999
TCU147	24.855	121.245	192	A900	9909	01182
TCU147	24.855	121.245	480	A900	0118	03190
TCU147	24.855	121.245	566	A900	0319	08140
TCU147	24.853	121.253	566	A900	1 0814	15232
TCU147	24.857	121.255	344	SMTA	1 1523	99999
TCU148	23.953	120.924	028	A900	0022	05220
TCU148	23.953	120.924	196	SMTA	1 0522	08140
TCU148	23.953	120.934	196	SMTA	1 0814	99999
TCU149	24.257	120.515	485	A900	1 0022	08140
TCU149	24.255	120.523	485	A900	1 0814	09192
TCU149	24.255	120.523	238	SMTA	1 0919	17233
TCU149	24.255	120.523	238	SMTA	1 1724	99999
TCU150	23.892	120.705	561	A900	0124	08140
TCU150	23.89	120.713	561	A900	1 0814	14151
TCU150	23.89	120.714	428	NANO	1 1415	99999
TCU151	24.998	121.299	545	A900	1 0122	05243
TCU151	24.998	121.299	545	A900	1 0613	08140
TCU151	24.997	121.307	545	A900	1 0814	09172
TCU152	24.812	120.949	049	CV57	1 0222	08140
TCU152	24.81	120.958	049	CV57	1 0814	19151
TCU152	24.81	120.958	171	SMTA	1 1915	99999
TCU153	24.827	121.003	510	A900	1 0122	08140
TCU153	24.825	121.011	510	A900	1 0814	09241
TCU154	24.543	120.814	522	A900	1 0122	08140
TCU154	24.542	120.822	522	A900	1 0814	14242
TCU154	24.582	120.843	166	SMTA	1 1424	99999
TCU155	24.155	120.657	515	A900	1 0123	08140
TCU155	24.153	120.666	515	A900	1 0814	09241
TCU156	24.26	120.711	526	A900	1 0122	03220
TCU156	24.26	120.711	525	A900	1 0414	08140
TCU156	24.258	120.719	525	A900	1 0814	14242
TCU156	24.258	120.719	198	SMTA	1 1424	99999
TCU157	24.043	120.69	530	A900	1 0721	07243
TCU157	24.043	120.69	530	A900	1 0813	08140
TCU157	24.042	120.698	530	A900	1 0814	14241
TCU157	24.042	120.698	371	SMTA	1 1424	15180
TCU157	24.042	120.698	169	SMTA	1 1518	15231
TCU157	24.042	120.698	304	SMTA	1 1523	99999
TCU158	24.065	120.528	521	A900	1 0122	08140
TCU158	24.063	120.537	521	A900	1 0814	15231
TCU158	24.063	120.536	332	SMTA	1 1523	99999
TCU159	23.908	120.672	524	A900	1 0123	05243
TCU159	23.908	120.672	524	A900	1 0613	08140
TCU159	23.907	120.68	524	A900	1 0814	09192
TCU159	23.907	120.68	352	SMTA	1 0919	99999
TCU160	25.082	121.227	573	A900	1 0324	08140
TCU160	25.078	121.235	573	A900	1 0814	14243
TCU160	25.078	121.235	232	SMTA	1 1424	99999
TCU161	24.812	121.24	504	A900	1 0713	08140
TCU161	24.818	121.244	504	A900	1 0814	19142
TCU161	24.818	121.243	349	SMTA	1 1914	99999
TCU162	23.878	120.513	036	A900	1 0721	08140
TCU162	23.877	120.52	036	A900	1 0814	12240
TCU162	23.877	120.52	117	NANO	1 1224	99999
TCU163	24.998	121.297	545	A900	1 0919	09191
TCU163	24.998	121.298	185	SMTA	1 0919	99999
TCU164	24.827	121.011	510	A900	1 0924	14243
TCU164	24.827	121.011	228	SMTA	1 1424	99999
TCU165	24.127	120.643	515	A900	1 0924	14223
TCU165	24.127	120.643	177	SMTA	1 1422	99999
TCU166	23.875	120.693	182	SMTA	1 1016	99999
TCU167	23.663	120.769	568	A900	1123	14232
TCU167	23.663	120.769	173	SMTA	1 1423	16171
TCU167	23.663	120.769	424	SMTA	1 1617	99999
TCU168	25.007	121.048	133	NANO	1 1315	16142
TCU168	25.007	121.047	211	NANO	1 1614	16160
TCU168	25.007	121.047	133	NANO	1 1616	99999
TCU168	25.007	121.047	326	SMTA	1 1315	99999
TCU169	24.397	120.986	509	A900	1 1516	19141
TCU169	24.397	120.986	537	SMTA	1 1914	99999
TCU170	24.153	120.72	179	SMTA	1 1713	18211
TCU170	24.153	120.72	451	NANO	1 1821	99999
TCU171	24.345	120.588	315	SMTA	1 1713	18220
TCU171	24.345	120.588	496	NANO	1 1822	99999
TCU172	24.143	120.682	202	SMTA	1 1713	18211
TCU172	24.143	120.682	595	NANO	1 1821	99999
TCU173	24.11	120.656	173	SMTA	1 1713	18212
TCU173	24.11	120.656	489	NANO	1 1821	99999
TCU174	24.227	120.805	172	SMTA	1 1713	18220
TCU174	24.227	120.806	484	NANO	1 1822	99999
TCU175	24.952	121.204	457	SMTA	1 1624	18212
TCU175	24.952	121.204	459	NANO	1 1821	99999
TCU176	25.025	121.258	458	SMTA	1 1624	18212
TCU176	25.023	121.258	466	NANO	1 1821	99999
TCU177	24.655	120.955	329	SMTA	1 1722	18211
TCU177	24.655	120.955	449	NANO	1 1821	99999
TCU178	24.027	120.412	465	SMTA	1 1719	18220
TCU178	24.027	120.412	594	NANO	1 1822	99999
TCU179	24.033	120.504	468	SMTA	1 1720	18211
TCU179	24.033	120.504	462	NANO	1 1821	99999
TCU180	23.992	120.546	472	SMTA	1 1719	18211
TCU180	23.992	120.546	545	NANO	1 1821	99999
TCU181	23.953	120.546	470	SMTA	1 1719	18211
TCU181	23.953	120.546	502	NANO	1 1821	99999
TCU182	23.892	120.527	469	SMTA	1 1720	18211
TCU182	23.892	120.527	565	NANO	1 1821	99999
TCU183	23.875	120.416	462	SMTA	1 1719	18211
TCU183	23.875	120.416	546	NANO	1 1821	99999
TCU184	23.748	120.752	466	SMTA	1 1720	18212
TCU184	23.748	120.752	500	NANO	1 1821	99999
TCU185	24.422	120.872	536	SMTA	1 1914	99999
TCU186	24.798	121.331	447	SMTA	1 1914	99999
TCU187	24.662	120.925	382	SMTA	1 1914	99999
TCU188	24.337	121.308	322	SMTA	1 1915	99999
TCU189	24.17	120.895	458	SMTA	1 1915	99999
TCU190	23.922	120.32	206	SMTA	1 1915	99999
TCU191	24.082	121.172	314	SMTA	1 1915	99999
TCU192	25.04	121.081	320	SMTA	1 1914	99999
TCU193	24.578	121.086	343	SMTA	1 1915	99999
TCU194	23.48	120.887	350	SMTA	1 1915	99999
TCU195	24.607	121.296	462	SMTA	1 1915	99999
TCU196	23.607	120.885	377	SMTA	1 1915	99999
TCU197	24.647	121.016	465	SMTA	1 1915	99999
TCU198	24.033	120.927	238	SMTA	1 1914	99999
TCU199	23.822	120.728	357	SMTA	1 1914	99999
TCU200	24.537	120.791	412	SMTA	1 1914	99999
TCU201	24.078	120.558	190	SMTA	1 1914	99999
TCU202	23.953	121.176	286	SMTA	1 1915	99999
TCU203	24.277	120.946	323	SMTA	1 1915	99999
TCU204	23.695	120.853	183	SMTA	1 1915	99999
TCU205	24.347	120.64	380	SMTA	1 1914	99999
TCU206	24.247	121.244	196	SMTA	1 1915	99999
TCU207	24.055	120.912	178	SMTA	1 1914	99999
TCU208	23.902	120.378	522	SMTA	1 1913	99999
TCU209	24.632	121.118	427	SMTA	1 1914	99999
TCU210	24.777	121.175	215	SMTA	1 1914	99999
CHY001	23.705	120.241	216	IDS	9302	95021
CHY001	23.705	120.241	466	IDSA	9502	95080
CHY001	23.705	120.241	466	IDSA	9609	06211
CHY001	23.705	120.241	371	SMTA	1 0621	08140
CHY001	23.703	120.249	371	SMTA	1 0814	12241
CHY001	23.703	120.249	199	NANO	1 1224	99999
CHY002	23.718	120.412	217	IDS	9303	93061
CHY002	23.718	120.412	495	IDSA	9502	06211
CHY002	23.718	120.412	316	SMTA	1 0621	08140
CHY002	23.717	120.421	316	SMTA	1 0814	09191
CHY002	23.717	120.421	344	A900	1 0920	12241
CHY002	23.717	120.42	149	NANO	1 1224	99999
CHY003	23.717	120.531	218	IDS	9302	95021
CHY003	23.717	120.531	513	IDSA	9502	99020
CHY003	23.717	120.531	397	A900	1 9902	04240
CHY003	23.717	120.531	381	A900	1 0424	08140
CHY003	23.715	120.538	381	A900	1 0814	09191
CHY003	23.715	120.538	239	SMTA	1 0919	09210
CHY003	23.715	120.538	193	SMTA	1 0921	12242
CHY003	23.715	120.538	191	NANO	1 1224	13180
CHY003	23.713	120.538	353	SMTA	1 1318	99999
CHY004	23.6	120.171	219	IDS	9302	95021
CHY004	23.6	120.171	442	IDSA	9502	06211
CHY004	23.6	120.171	377	SMTA	1 0621	08140
CHY004	23.598	120.18	377	SMTA	1 0814	09191
CHY004	23.598	120.18	349	A900	1 0920	12241
CHY004	23.598	120.18	163	NANO	1 1224	99999
CHY005	23.612	120.414	220	IDS	9302	95021
CHY005	23.612	120.414	471	IDSA	9502	06211
CHY005	23.612	120.414	366	SMTA	1 0621	08140
CHY005	23.61	120.422	366	SMTA	1 0814	09192
CHY005	23.61	120.422	449	A900	0920	13241
CHY005	23.61	120.422	311	NANO	1 1324	16172
CHY005	23.61	120.422	371	NANO	1 1617	99999
CHY006	23.582	120.552	221	IDS	9302	95021
CHY006	23.582	120.552	443	IDSA	9502	06211
CHY006	23.582	120.552	395	SMTA	1 0621	08140
CHY006	23.578	120.56	395	SMTA	1 0814	18212
CHY006	23.578	120.56	540	NANO	1 1821	99999
CHY007	23.472	120.165	222	IDS	9302	95021
CHY007	23.472	120.165	469	IDSA	9502	96092
CHY008	23.485	120.27	223	IDS	9302	95021
CHY008	23.485	120.27	475	IDSA	9502	06211
CHY008	23.485	120.27	297	SMTA	1 0621	08140
CHY008	23.483	120.278	297	SMTA	1 0814	18221
CHY008	23.483	120.278	559	NANO	1 1822	99999
CHY009	23.473	120.408	224	IDS	9302	95022
CHY009	23.473	120.408	478	IDSA	9502	06211
CHY009	23.473	120.408	323	SMTA	1 0621	08140
CHY009	23.472	120.416	323	SMTA	1 0814	09192
CHY009	23.472	120.416	490	A900	0920	13241
CHY009	23.472	120.416	373	NANO	1 1324	99999
CHY010	23.465	120.544	225	IDS	9302	95022
CHY010	23.465	120.544	499	IDSA	9502	06211
CHY010	23.465	120.544	300	SMTA	1 0621	08140
CHY010	23.462	120.553	300	SMTA	1 0814	99999
CHY011	23.483	120.647	226	IDS	9302	95022
CHY011	23.483	120.647	427	IDSA	9502	96043
