station_name	lattitude	longitude	elevation	Instrumentation
TCU122	23.8117	120.618	570	NANO
TCU123	24.015	120.5515	198	A900
TCU123	24.015	120.5515	372	NANO
TCU124	23.9117	120.6917	524	A900
TCU124	23.9133	120.6918	175	SMTA
TCU125	23.9517	120.6907	195	SMTA
TCU125	23.9517	120.6907	528	A900
TCU125	23.9517	120.6905	218	NANO
TCU126	23.7633	120.6792	077	A900
TCU126	23.7633	120.6862	219	SMTA
TCU126	23.7633	120.6862	246	NANO
TCU127	24.63	121.0005	999	A800
TCU127	24.6283	121.0087	408	A900
TCU127	24.6283	121.0088	668	SMTA
TCU128	24.415	120.7607	999	A800
TCU128	24.4133	120.7695	444	A900
TCU128	24.4133	120.7697	183	SMTA
TCU129	23.8783	120.6843	999	A800
TCU129	23.8767	120.6925	436	A900
TCU129	23.875	120.6925	241	SMTA
TCU130	24.1433	121.2723	345	A900
TCU130	24.1433	121.2725	540	SMTA
TCU131	24.565	120.8257	380	A900
TCU131	24.565	120.8258	160	SMTA
TCU132	24.575	120.8197	244	IDS
TCU132	24.5733	120.828	523	A900
TCU132	24.5733	120.8278	351	SMTA
TCU133	24.135	120.6513	247	IDS
TCU133	24.1333	120.6593	139	CV57
TCU134	24.1233	120.6205	248	IDSA
TCU134	24.1217	120.6287	526	A900
TCU134	24.1217	120.6293	196	NANO
TCU135	24.3333	120.6452	268	IDS
TCU135	24.3317	120.6533	569	A900
TCU135	24.3317	120.6533	314	SMTA
TCU135	24.3317	120.6533	475	NANO
TCU136	24.26	120.6522	246	IDS
TCU136	24.2583	120.6587	097	CV57
TCU136	24.2583	120.6587	215	SMTA
TCU136	24.2567	120.6587	521	NANO
TCU137	24.185	120.9225	267	IDS
TCU137	24.1817	120.9307	073	A900
TCU137	24.1833	120.9302	204	NANO
TCU138	23.9217	120.5943	479	IDSA
TCU138	23.92	120.6025	519	A900
TCU138	23.92	120.6028	100	SMTA
TCU138	23.92	120.6028	479	NANO
TCU139	23.9217	120.5402	493	IDSA
TCU139	23.92	120.5483	378	A900
TCU139	23.92	120.5483	254	SMTA
TCU139	23.92	120.5483	385	NANO
TCU140	23.9583	120.3595	446	IDSA
TCU140	23.955	120.3677	322	SMTA
TCU140	23.955	120.3677	376	A900
TCU140	23.955	120.3678	216	NANO
TCU141	23.8333	120.4635	501	IDSA
TCU141	23.8317	120.4717	491	A900
TCU141	23.8317	120.4713	236	SMTA
TCU141	23.8317	120.4712	596	NANO
TCU142	23.9817	120.8687	290	IDS
TCU142	23.98	120.8768	450	A900
TCU142	23.98	120.8762	414	SMTA
TCU143	23.88	120.756	253	IDS
TCU143	23.8783	120.7642	492	A900
TCU143	23.8783	120.7632	410	SMTA
TCU143	23.8783	120.7633	578	NANO
TCU144	24.085	120.436	500	IDSA
TCU144	24.0833	120.4442	320	A900
TCU144	24.0833	120.4442	449	SMTA
TCU145	23.98	120.337	453	IDSA
TCU145	23.9783	120.3445	328	SMTA
TCU145	23.9783	120.3445	552	NANO
TCU146	24.1617	120.4835	269	IDS
TCU146	24.16	120.4915	433	A900
TCU146	24.16	120.4913	343	SMTA
TCU146	24.16	120.4913	535	NANO
TCU147	24.8533	121.2528	566	A900
TCU147	24.8567	121.2553	344	SMTA
TCU148	23.9533	120.9242	028	A900
TCU148	23.9533	120.9342	196	SMTA
TCU149	24.255	120.5235	485	A900
TCU149	24.255	120.5232	238	SMTA
TCU150	23.89	120.7133	561	A900
TCU150	23.89	120.7137	428	NANO
TCU151	24.9967	121.3067	545	A900
TCU152	24.81	120.9577	049	CV57
TCU152	24.81	120.9577	171	SMTA
TCU153	24.825	121.0112	510	A900
TCU154	24.5417	120.8218	522	A900
TCU154	24.5817	120.8427	166	SMTA
TCU155	24.1533	120.6657	515	A900
TCU156	24.2583	120.7195	525	A900
TCU156	24.2583	120.7192	198	SMTA
TCU157	24.0417	120.6982	530	A900
TCU157	24.0417	120.6982	304	SMTA
TCU158	24.0633	120.5365	521	A900
TCU158	24.0633	120.536	332	SMTA
TCU159	23.9067	120.68	524	A900
TCU159	23.9067	120.6803	352	SMTA
TCU160	25.0783	121.2352	573	A900
TCU160	25.0783	121.2352	232	SMTA
TCU161	24.8183	121.2437	504	A900
TCU161	24.8183	121.2435	349	SMTA
TCU162	23.8767	120.5205	036	A900
TCU162	23.8767	120.5205	117	NANO
TCU163	24.9983	121.2975	545	A900
TCU163	24.9983	121.2977	185	SMTA
TCU164	24.8267	121.0107	510	A900
TCU164	24.8267	121.011	228	SMTA
TCU165	24.1267	120.643	515	A900
TCU165	24.1267	120.6433	177	SMTA
TCU166	23.875	120.6927	182	SMTA
TCU167	23.6633	120.7685	568	A900
TCU167	23.6633	120.7685	424	SMTA
TCU168	25.0067	121.0475	133	NANO
TCU168	25.0067	121.0475	326	SMTA
TCU169	24.3967	120.9858	509	A900
TCU169	24.3967	120.9858	537	SMTA
TCU170	24.1533	120.7198	179	SMTA
TCU170	24.1533	120.7197	451	NANO
TCU171	24.345	120.5878	315	SMTA
TCU171	24.345	120.5878	496	NANO
TCU172	24.1433	120.682	202	SMTA
TCU172	24.1433	120.6818	595	NANO
TCU173	24.11	120.6565	173	SMTA
TCU173	24.11	120.6565	489	NANO
TCU174	24.2267	120.8055	172	SMTA
TCU174	24.2267	120.806	484	NANO
TCU175	24.9517	121.2043	457	SMTA
TCU175	24.9517	121.2045	459	NANO
TCU176	25.025	121.2582	458	SMTA
TCU176	25.0233	121.2583	466	NANO
TCU177	24.655	120.9548	329	SMTA
TCU177	24.655	120.9548	449	NANO
TCU178	24.0267	120.4123	465	SMTA
TCU178	24.0267	120.4123	594	NANO
TCU179	24.0333	120.504	468	SMTA
TCU179	24.0333	120.504	462	NANO
TCU180	23.9917	120.5458	472	SMTA
TCU180	23.9917	120.5458	545	NANO
TCU181	23.9533	120.5457	470	SMTA
TCU181	23.9533	120.5458	502	NANO
TCU182	23.8917	120.5273	469	SMTA
TCU182	23.8917	120.5273	565	NANO
TCU183	23.875	120.4163	462	SMTA
TCU183	23.875	120.4165	546	NANO
TCU184	23.7483	120.7525	466	SMTA
TCU184	23.7483	120.7525	500	NANO
TCU185	24.4217	120.8718	536	SMTA
TCU186	24.7983	121.3313	447	SMTA
TCU187	24.6617	120.9248	382	SMTA
TCU188	24.3367	121.308	322	SMTA
TCU189	24.17	120.8948	458	SMTA
TCU190	23.9217	120.3202	206	SMTA
TCU191	24.0817	121.1723	314	SMTA
TCU192	25.04	121.0805	320	SMTA
TCU193	24.5783	121.0863	343	SMTA
TCU194	23.48	120.887	350	SMTA
TCU195	24.6067	121.2957	462	SMTA
TCU196	23.6067	120.8852	377	SMTA
TCU197	24.6467	121.0163	465	SMTA
TCU198	24.0333	120.9265	238	SMTA
TCU199	23.8217	120.7278	357	SMTA
TCU200	24.5367	120.7908	412	SMTA
TCU201	24.0783	120.5582	190	SMTA
TCU202	23.9533	121.1758	286	SMTA
TCU203	24.2767	120.9458	323	SMTA
TCU204	23.695	120.8532	183	SMTA
TCU205	24.3467	120.6403	380	SMTA
TCU206	24.2467	121.2437	196	SMTA
TCU207	24.055	120.9117	178	SMTA
TCU208	23.9017	120.3782	522	SMTA
TCU209	24.6317	121.1177	427	SMTA
TCU210	24.7767	121.1752	215	SMTA
CHY001	23.705	120.2408	216	IDS
CHY001	23.705	120.2408	466	IDSA
CHY001	23.7033	120.249	371	SMTA
CHY001	23.7033	120.249	199	NANO
CHY002	23.7183	120.4125	217	IDS
CHY002	23.7183	120.4125	495	IDSA
CHY002	23.7167	120.4205	316	SMTA
CHY002	23.7167	120.4205	344	A900
CHY002	23.7167	120.42	149	NANO
CHY003	23.7167	120.5305	218	IDS
CHY003	23.7167	120.5305	513	IDSA
CHY003	23.715	120.5385	381	A900
CHY003	23.715	120.5385	191	NANO
CHY003	23.7133	120.5385	353	SMTA
CHY004	23.6	120.1713	219	IDS
CHY004	23.6	120.1713	442	IDSA
CHY004	23.5983	120.1795	377	SMTA
CHY004	23.5983	120.1795	349	A900
CHY004	23.5983	120.1795	163	NANO
CHY005	23.6117	120.4142	220	IDS
CHY005	23.6117	120.4142	471	IDSA
CHY005	23.61	120.4223	366	SMTA
CHY005	23.61	120.4223	449	A900
CHY005	23.61	120.4217	371	NANO
CHY006	23.5817	120.5522	221	IDS
CHY006	23.5817	120.5522	443	IDSA
CHY006	23.5783	120.5602	395	SMTA
CHY006	23.5783	120.5602	540	NANO
CHY007	23.4717	120.1653	222	IDS
CHY007	23.4717	120.1653	469	IDSA
CHY008	23.485	120.27	223	IDS
CHY008	23.485	120.27	475	IDSA
CHY008	23.4833	120.2775	297	SMTA
CHY008	23.4833	120.2777	559	NANO
CHY009	23.4733	120.4083	224	IDS
CHY009	23.4733	120.4083	478	IDSA
CHY009	23.4717	120.4165	323	SMTA
CHY009	23.4717	120.4165	490	A900
CHY009	23.4717	120.4163	373	NANO
CHY010	23.465	120.5445	225	IDS
CHY010	23.465	120.5445	499	IDSA
CHY010	23.4617	120.553	300	SMTA
CHY011	23.4833	120.6465	226	IDS
CHY011	23.4833	120.6465	427	IDSA
CHY011	23.4817	120.6543	355	SMTA
CHY012	23.3317	120.1522	227	IDS
CHY012	23.3317	120.1522	429	IDSA
CHY012	23.33	120.1598	280	SMTA
CHY012	23.33	120.1597	491	NANO
CHY013	23.3567	120.265	228	IDS
CHY013	23.3567	120.265	496	IDSA
CHY013	23.355	120.2732	281	SMTA
CHY013	23.355	120.2732	348	A900
CHY013	23.355	120.2738	312	NANO
CHY014	23.295	120.5842	229	IDS
CHY014	23.295	120.5842	503	IDSA
CHY014	23.2933	120.5927	370	SMTA
CHY015	23.3533	120.4065	230	IDS
CHY015	23.3533	120.4065	439	IDSA
CHY015	23.3517	120.4138	285	SMTA
CHY015	23.3517	120.4143	525	NANO
CHY016	23.22	120.1533	231	IDS
CHY016	23.22	120.1533	428	IDSA
CHY016	23.2183	120.1613	402	SMTA
CHY016	23.2183	120.1613	347	A900
CHY016	23.2183	120.1622	326	NANO
CHY017	23.2133	120.2683	232	IDS
CHY017	23.2133	120.2683	431	IDSA
CHY017	23.2117	120.2765	307	SMTA
CHY017	23.2117	120.2765	418	A900
CHY017	23.2133	120.277	374	NANO
CHY018	23.2233	120.3923	233	IDS
CHY018	23.2233	120.3923	436	IDSA
CHY018	23.2217	120.4003	378	SMTA
CHY019	23.1783	120.4778	234	IDS
CHY019	23.1783	120.4778	419	IDSA
CHY020	23.1033	120.1512	235	IDS
CHY020	23.1033	120.1512	477	IDSA
CHY020	23.1017	120.1592	309	SMTA
CHY020	23.1017	120.1592	417	A900
CHY020	23.1017	120.1583	352	NANO
CHY021	23.08	120.288	236	IDS
CHY021	23.08	120.288	508	IDSA
CHY021	23.0783	120.2957	310	SMTA
CHY021	23.0783	120.2957	476	NANO
CHY022	23.045	120.4625	237	IDS
CHY022	23.045	120.4625	447	IDSA
CHY022	23.0433	120.4697	334	SMTA
CHY022	23.0433	120.4697	587	NANO
CHY023	22.965	120.28	238	IDS
CHY023	22.965	120.28	455	IDSA
CHY023	22.9633	120.289	401	SMTA
CHY023	22.9633	120.2882	515	NANO
CHY024	23.7567	120.6068	112	A900
CHY024	23.7533	120.615	148	CV57
CHY024	23.755	120.6157	111	NANO
CHY025	23.7783	120.5143	118	A900
CHY025	23.7767	120.5225	156	CV57
CHY025	23.7767	120.5228	211	NANO
CHY026	23.7983	120.4113	029	A900
CHY026	23.7967	120.4195	152	CV57
CHY026	23.795	120.4195	142	NANO
CHY027	23.7517	120.247	025	A900
CHY027	23.75	120.2552	163	CV57
CHY027	23.75	120.2543	363	SMTA
CHY027	23.75	120.2543	589	NANO
CHY028	23.6317	120.6077	117	A900
CHY028	23.63	120.6157	166	CV57
CHY028	23.63	120.6157	293	SMTA
CHY029	23.6117	120.5292	137	A900
CHY029	23.61	120.5373	165	CV57
CHY029	23.6117	120.5373	181	NANO
CHY030	23.6433	120.4752	260	A900
CHY030	23.6417	120.4838	178	CV57
CHY031	23.6583	120.3417	106	A900
CHY031	23.6567	120.3497	168	CV57
CHY031	23.6567	120.3498	195	NANO
CHY032	23.5783	120.2943	089	A900
CHY032	23.5767	120.3023	181	CV57
CHY032	23.5767	120.3018	173	NANO
CHY033	23.54	120.2165	199	A900
CHY033	23.5383	120.2247	171	CV57
CHY033	23.5383	120.2253	206	NANO
CHY034	23.5217	120.5445	417	IDSA
CHY034	23.52	120.5525	324	SMTA
CHY035	23.5183	120.5915	438	A900
CHY035	23.5183	120.5917	350	NANO
CHY036	23.6067	120.4803	013	A900
CHY036	23.605	120.488	173	CV57
CHY036	23.605	120.488	329	SMTA
CHY037	23.555	120.4212	213	A900
CHY037	23.5533	120.4292	180	CV57
CHY037	23.5533	120.4292	448	SMTA
CHY038	23.535	120.448	509	IDSA
CHY038	23.5333	120.4562	511	A900
CHY038	23.5333	120.4555	376	NANO
CHY039	23.52	120.3437	027	A900
CHY039	23.5183	120.3512	177	CV57
CHY040	23.425	120.6338	188	A900
CHY040	23.4233	120.642	170	CV57
CHY041	23.44	120.5965	051	A900
CHY041	23.4383	120.6047	175	CV57
CHY041	23.4383	120.6047	237	SMTA
CHY042	23.3567	120.5835	050	A900
CHY042	23.355	120.5918	169	CV57
CHY043	23.405	120.3288	208	A900
CHY043	23.4033	120.3363	174	CV57
CHY043	23.4033	120.3363	509	SMTA
CHY043	23.4033	120.3363	529	NANO
CHY044	23.385	120.1638	119	A900
CHY044	23.38	120.1722	172	CV57
CHY044	23.38	120.1722	356	SMTA
CHY045	23.3017	120.6585	015	A900
CHY045	23.3	120.6668	176	CV57
CHY045	23.3	120.6668	533	SMTA
CHY046	23.4767	120.4632	182	A900
CHY046	23.475	120.4713	182	CV57
CHY047	23.4933	120.447	424	IDSA
CHY047	23.4917	120.4552	372	SMTA
CHY047	23.4917	120.4552	375	A900
CHY047	23.4933	120.4553	328	NANO
CHY048	23.4717	120.4377	451	IDSA
CHY048	23.47	120.4457	303	SMTA
CHY048	23.47	120.4457	553	A900
CHY048	23.47	120.4453	318	NANO
CHY049	23.3667	120.3582	207	A900
CHY049	23.365	120.3667	150	CV57
CHY049	23.365	120.3667	379	SMTA
CHY049	23.365	120.3663	592	NANO
CHY050	23.28	120.4075	157	A900
CHY050	23.28	120.4075	153	CV57
CHY051	23.2817	120.459	468	IDSA
CHY051	23.28	120.4672	346	A900
CHY051	23.28	120.4673	307	NANO
CHY052	23.2867	120.5007	472	IDSA
CHY052	23.285	120.5087	390	SMTA
CHY053	23.2867	120.3557	464	IDSA
CHY053	23.285	120.3638	338	SMTA
CHY053	23.285	120.3638	366	A900
CHY053	23.285	120.3637	386	NANO
CHY054	23.3067	120.3083	107	A900
CHY054	23.305	120.3175	155	CV57
CHY055	23.2683	120.2695	426	IDSA
CHY055	23.2667	120.2775	375	SMTA
CHY055	23.2667	120.2775	305	A900
CHY055	23.2683	120.2768	389	NANO
CHY056	23.2633	120.1312	133	A900
CHY056	23.2617	120.1392	157	CV57
CHY056	23.2617	120.1392	377	SMTA
CHY056	23.2617	120.1392	568	NANO
CHY057	23.15	120.4105	160	A900
CHY057	23.15	120.4105	167	CV57
CHY058	23.1717	120.3193	175	A900
CHY058	23.17	120.3272	164	CV57
CHY058	23.17	120.3272	365	SMTA
CHY058	23.17	120.3272	478	NANO
CHY059	23.1833	120.1028	151	CV57
CHY059	23.1833	120.1028	183	A900
CHY059	23.1817	120.1113	339	SMTA
CHY060	23.1233	120.246	509	A900
CHY060	23.1233	120.2458	324	NANO
CHY061	23.075	120.511	005	A900
CHY061	23.0733	120.519	161	CV57
CHY061	23.0733	120.5188	469	SMTA
CHY062	23.1233	120.451	031	A900
CHY062	23.12	120.459	160	CV57
CHY062	23.12	120.459	356	SMTA
CHY062	23.12	120.4592	536	NANO
CHY063	23.0267	120.341	153	A900
CHY063	23.025	120.3495	162	CV57
CHY063	23.025	120.3495	179	SMTA
CHY064	23.0017	120.2418	562	A900
CHY064	23.0017	120.2417	313	NANO
CHY065	22.905	120.3437	187	A900
CHY065	22.9033	120.3517	158	CV57
CHY065	22.9033	120.3517	378	SMTA
CHY065	22.9033	120.3517	550	NANO
CHY066	22.92	120.2087	164	A900
CHY066	22.92	120.2087	461	IDSA
CHY066	22.9183	120.2172	374	SMTA
CHY066	22.9183	120.2172	561	NANO
CHY067	22.9983	120.1843	498	IDSA
CHY067	22.9967	120.1923	282	SMTA
CHY068	22.9867	120.2015	420	IDSA
CHY068	22.985	120.2097	359	SMTA
CHY068	22.985	120.2095	442	A900
CHY069	22.9733	120.1818	162	A900
CHY069	22.9733	120.1898	159	CV57
CHY069	22.9717	120.1897	357	SMTA
CHY069	22.9733	120.1898	519	NANO
CHY070	22.965	120.2285	180	A900
CHY070	22.9633	120.2363	154	CV57
CHY071	23.0633	120.1648	110	A900
CHY071	23.0617	120.1728	149	CV57
CHY072	23.0667	120.1215	044	A900
CHY072	23.0667	120.1215	476	IDSA
CHY073	23.495	120.4327	359	A900
CHY073	23.495	120.4325	338	SMTA
CHY074	23.5083	120.8133	401	A900
CHY074	23.5083	120.8133	672	SMTA
CHY075	23.565	119.5635	395	A900
CHY075	23.565	119.5637	281	SMTA
CHY076	23.635	120.2298	419	A900
CHY076	23.635	120.2298	180	SMTA
CHY077	23.1733	120.2017	333	A900
CHY077	23.1733	120.2017	189	SMTA
CHY078	23.0367	120.2367	375	A900
CHY078	23.0367	120.2365	323	SMTA
CHY079	23.185	120.5285	305	A900
CHY079	23.185	120.5285	375	SMTA
CHY080	23.5983	120.6692	476	IDSA
CHY080	23.5967	120.6773	362	A900
CHY080	23.5967	120.6768	416	SMTA
CHY081	23.2633	120.5023	398	A900
CHY081	23.265	120.5	366	SMTA
CHY082	23.7233	120.2995	144	A900
CHY082	23.7217	120.3077	179	CV57
CHY082	23.7217	120.3083	200	NANO
CHY083	23.7233	120.5768	172	A900
CHY083	23.7217	120.5858	200	SMTA
CHY084	23.7267	120.4637	238	SMTA
CHY084	23.7267	120.4637	409	A900
CHY084	23.7267	120.464	302	NANO
CHY085	22.9933	120.1968	999	A800
CHY085	22.9917	120.205	570	A900
CHY085	22.9933	120.2047	905	SMTA
CHY086	23.3517	120.5858	438	IDSA
CHY086	23.35	120.594	418	A900
CHY086	23.35	120.594	418	SMTA
CHY087	23.3833	120.5223	018	A900
CHY087	23.3817	120.5298	221	SMTA
CHY087	23.3817	120.5298	453	NANO
CHY088	23.345	120.43	245	SMTA
CHY088	23.3433	120.438	064	A900
CHY088	23.3433	120.438	155	NANO
CHY089	23.0767	120.3565	461	IDSA
CHY089	23.075	120.3647	400	A900
CHY089	23.075	120.364	217	SMTA
CHY090	23.2667	120.2153	089	A900
CHY091	23.0817	120.2098	158	A900
CHY092	23.79	120.4782	507	IDSA
CHY092	23.7883	120.4863	239	SMTA
CHY092	23.7883	120.4863	381	A900
CHY092	23.7883	120.4862	125	NANO
CHY093	23.6517	120.1478	512	IDSA
CHY093	23.65	120.156	326	SMTA
CHY093	23.65	120.1552	160	NANO
CHY094	23.7933	120.3222	511	IDSA
CHY094	23.7917	120.3302	314	SMTA
CHY094	23.7917	120.3302	370	A900
CHY094	23.7917	120.3307	132	NANO
CHY095	23.4567	120.3225	505	IDSA
CHY095	23.455	120.3307	318	SMTA
CHY095	23.455	120.3312	512	NANO
CHY096	22.9817	120.2325	474	IDSA
CHY096	22.98	120.2407	330	SMTA
CHY096	22.98	120.2407	322	A900
CHY096	22.98	120.2407	332	NANO
CHY097	23.01	120.2035	456	IDSA
CHY097	23.0083	120.2115	295	SMTA
CHY097	23.0083	120.2115	593	NANO
CHY098	23.0017	120.1577	434	IDSA
CHY098	23.0	120.1658	320	SMTA
CHY098	23.0	120.1658	571	A900
CHY098	23.0	120.1662	337	NANO
CHY099	23.1367	120.2802	502	IDS
CHY099	23.135	120.2882	571	A900
CHY099	23.135	120.2882	372	SMTA
CHY100	23.2267	120.3422	460	IDSA
CHY100	23.225	120.3503	319	SMTA
CHY100	23.225	120.3503	503	NANO
CHY101	23.685	120.5622	999	A800
CHY101	23.6833	120.5703	397	A900
CHY101	23.6833	120.5703	201	SMTA
CHY102	23.245	120.6142	999	A800
CHY102	23.2433	120.6223	347	A900
CHY102	23.2433	120.6223	361	SMTA
CHY103	23.7	120.5308	454	IDSA
CHY103	23.6983	120.539	360	SMTA
CHY104	23.6683	120.4665	487	IDSA
CHY104	23.6667	120.4747	353	SMTA
CHY104	23.6667	120.4735	114	NANO
CHY105	23.555	120.3372	430	IDSA
CHY105	23.5533	120.3453	359	SMTA
CHY105	23.5533	120.3453	398	A900
CHY105	23.5533	120.3453	341	NANO
CHY106	23.4367	120.4067	421	IDSA
CHY106	23.435	120.4147	335	SMTA
CHY106	23.435	120.4147	495	A900
CHY106	23.435	120.4147	308	NANO
CHY107	23.2983	120.2912	435	IDSA
CHY107	23.2967	120.2992	364	SMTA
CHY107	23.2967	120.2992	552	A900
CHY107	23.2967	120.2992	346	NANO
CHY108	23.1867	120.2458	480	IDSA
CHY108	23.185	120.2543	286	SMTA
CHY109	23.2467	120.5282	096	A800
CHY109	23.2467	120.5282	192	A900
CHY109	23.245	120.5363	192	SMTA
CHY110	23.2483	120.5255	017	A800
CHY110	23.2467	120.5337	514	A900
CHY110	23.2467	120.5337	119	SMTA
CHY111	23.79	120.2253	502	IDSA
CHY111	23.7883	120.2335	332	SMTA
CHY112	23.7017	120.184	465	IDSA
CHY112	23.7	120.1922	293	SMTA
CHY112	23.7	120.1922	421	A900
CHY112	23.7017	120.193	127	NANO
CHY113	23.42	120.2062	463	IDSA
CHY113	23.4183	120.2142	061	A900
CHY113	23.42	120.2138	129	NANO
CHY114	23.0367	120.1187	509	IDSA
CHY114	23.035	120.1267	393	SMTA
CHY114	23.035	120.1267	327	A900
CHY114	23.0367	120.127	321	NANO
CHY115	23.15	120.0703	485	IDSA
CHY115	23.1467	120.0862	417	A900
CHY115	23.1467	120.0858	506	SMTA
CHY116	23.0783	120.1087	476	IDSA
CHY116	23.0767	120.1168	337	SMTA
CHY116	23.0767	120.1168	359	A900
CHY116	23.0767	120.1168	377	NANO
CHY117	23.805	120.215	581	ETNA
CHY117	23.805	120.215	262	A900
CHY117	23.8033	120.2232	234	SMTA
CHY118	23.1833	120.4765	419	IDSA
CHY118	23.1817	120.4857	349	SMTA
CHY119	23.4717	120.4675	517	A900
CHY119	23.4717	120.4673	381	NANO
CHY119	23.4717	120.4673	368	SMTA
CHY120	23.455	120.2933	520	A900
CHY120	23.4567	120.2938	353	NANO
CHY120	23.4567	120.294	369	SMTA
CHY121	23.4867	120.9592	565	A900
CHY121	23.4867	120.9592	535	SMTA
CHY122	23.3233	120.3095	527	A900
CHY122	23.3217	120.3095	369	NANO
CHY122	23.3217	120.3095	225	SMTA
CHY123	23.4833	120.2395	553	A900
CHY123	23.4833	120.2395	522	SMTA
CHY123	23.4833	120.2395	564	NANO
CHY124	23.2567	119.6678	581	A900
CHY124	23.2567	119.6675	897	SMTA
CHY125	22.9917	120.1668	050	CV57
CHY125	22.9917	120.1667	232	SMTA
CHY126	23.6983	120.5305	190	CV57
CHY126	23.6983	120.5305	457	SMTA
CHY127	23.5783	119.5738	572	A900
CHY127	23.5783	119.5738	322	NANO
CHY127	23.5783	119.5738	221	SMTA
CHY128	23.2933	120.3867	153	CV57
CHY129	23.2917	120.2417	217	A900
CHY129	23.2917	120.244	120	NANO
CHY130	23.565	120.4713	635	K2
CHY130	23.565	120.4713	218	SMTA
CHY131	23.1183	120.3615	167	CV57
CHY131	23.1183	120.3613	375	SMTA
CHY131	23.1183	120.3612	573	NANO
CHY132	23.4583	120.5237	170	CV57
CHY133	23.5317	120.4743	358	SMTA
CHY134	23.3467	120.2227	393	SMTA
CHY135	23.2867	120.5065	390	SMTA
CHY136	23.6333	120.7193	556	A900
CHY136	23.6333	120.7193	420	SMTA
CHY137	23.5167	120.8155	337	A900
CHY138	23.645	120.3173	354	SMTA
CHY138	23.645	120.3173	458	NANO
CHY139	23.6433	120.431	355	SMTA
CHY139	23.6433	120.4308	505	NANO
CHY140	23.2367	120.1752	362	SMTA
CHY140	23.2367	120.1753	488	NANO
CHY141	23.1217	120.1988	380	SMTA
CHY141	23.1217	120.1988	483	NANO
CHY142	23.055	120.4035	359	SMTA
CHY142	23.055	120.404	468	NANO
CHY143	22.9633	120.3587	358	SMTA
CHY143	22.9633	120.3587	513	NANO
CHY144	23.6033	120.394	467	SMTA
CHY144	23.6033	120.3942	469	NANO
CHY145	23.46	120.1533	464	SMTA
CHY145	23.46	120.1533	499	NANO
CHY146	23.1817	120.26	286	SMTA
CHY146	23.1817	120.2598	494	NANO
CHY147	22.9417	120.2175	586	NANO
CHY148	23.3167	120.4042	455	NANO
CHY149	23.4583	120.5085	585	NANO
CHY150	23.6883	120.5382	192	SMTA
CHY151	23.2183	120.4973	361	SMTA
CHY152	23.6867	120.3887	230	SMTA
CHY153	23.36	120.2793	358	SMTA
CHY154	23.02	120.3478	203	SMTA
CHY155	23.5217	120.2278	669	SMTA
CHY156	23.1467	120.0865	506	SMTA
KAU001	23.1617	120.6352	239	IDS
KAU001	23.1617	120.6352	497	IDSA
KAU001	23.16	120.6433	351	SMTA
KAU002	22.6267	120.314	223	A900
KAU003	22.6283	120.2578	111	A900
KAU003	22.6283	120.2578	504	IDSA
KAU003	22.63	120.2635	368	SMTA
KAU004	22.63	120.3508	432	A900
KAU004	22.63	120.3515	401	NANO
KAU005	22.6167	120.3492	570	A900
KAU005	22.6167	120.3492	456	SMTA
KAU006	22.5883	120.3255	508	A900
KAU006	22.5883	120.3255	460	SMTA
KAU007	22.6433	120.3605	138	A900
KAU007	22.6417	120.3687	493	SMTA
KAU008	22.6283	120.3743	405	A900
KAU008	22.6283	120.376	408	NANO
KAU009	22.8667	120.2645	522	SMTA
KAU009	22.8667	120.2645	399	A900
KAU009	22.8667	120.2643	119	NANO
KAU010	22.785	120.2865	500	A900
KAU010	22.785	120.2865	333	SMTA
KAU011	22.76	120.2643	559	A900
KAU011	22.76	120.2643	293	SMTA
KAU011	22.76	120.2643	464	NANO
KAU012	22.8783	120.3712	169	A900
KAU012	22.8767	120.3792	521	SMTA
KAU012	22.8767	120.3792	493	NANO
KAU013	22.795	120.3573	462	IDSA
KAU013	22.7933	120.3653	447	A900
KAU013	22.7933	120.3653	186	SMTA
KAU013	22.7933	120.3653	560	NANO
KAU014	22.7017	120.3415	043	A900
KAU014	22.7	120.3488	531	SMTA
KAU014	22.7	120.3488	543	NANO
KAU015	22.655	120.3333	140	A900
KAU015	22.6533	120.3413	537	SMTA
KAU015	22.6533	120.3415	556	NANO
KAU016	22.6067	120.3863	226	A900
KAU016	22.6067	120.3863	422	IDSA
KAU017	22.5067	120.3933	506	SMTA
KAU017	22.5067	120.3933	435	A900
KAU017	22.5067	120.3933	167	NANO
KAU018	22.8883	120.4812	581	A900
KAU018	22.8883	120.481	161	SMTA
KAU019	22.89	120.4492	178	A900
KAU020	22.9	120.535	070	A900
KAU020	22.8983	120.5433	533	SMTA
KAU020	22.8983	120.5433	457	NANO
KAU021	22.75	120.436	184	A900
KAU021	22.75	120.436	438	IDSA
KAU021	22.715	120.4468	289	SMTA
KAU022	22.67	120.4912	032	A900
KAU022	22.6683	120.4993	546	SMTA
KAU023	22.6767	120.4958	350	A900
KAU023	22.6767	120.496	303	SMTA
KAU024	22.6633	120.4802	383	A900
KAU024	22.6633	120.4803	331	SMTA
KAU025	22.6817	120.4857	426	A900
KAU025	22.6817	120.4853	325	SMTA
KAU026	22.6967	120.507	428	A900
KAU026	22.6967	120.507	165	SMTA
KAU027	22.6583	120.509	389	A900
KAU027	22.6583	120.5092	353	SMTA
KAU028	22.825	120.599	545	SMTA
KAU028	22.825	120.599	577	A900
KAU028	22.825	120.5992	172	NANO
