station_name	lattitude	longitude	elevation	Instrumentation
KAU029	22.755	120.568	176	A900
KAU029	22.7533	120.5758	501	SMTA
KAU029	22.7533	120.576	558	NANO
KAU030	22.61	120.566	545	A900
KAU030	22.61	120.5672	348	SMTA
KAU031	22.5833	120.48	211	A900
KAU031	22.5817	120.4888	525	SMTA
KAU031	22.5817	120.4888	567	NANO
KAU032	22.545	120.453	095	A900
KAU032	22.5433	120.4605	528	SMTA
KAU032	22.5433	120.4607	477	NANO
KAU033	22.4617	120.4618	380	A900
KAU033	22.4617	120.4605	448	SMTA
KAU033	22.4617	120.4607	516	NANO
KAU034	22.53	120.6198	098	A900
KAU034	22.5283	120.6278	507	SMTA
KAU034	22.5283	120.6278	452	NANO
KAU035	22.5483	120.532	191	A900
KAU035	22.5467	120.5402	529	SMTA
KAU035	22.5467	120.5405	474	NANO
KAU036	22.47	120.5518	350	A900
KAU036	22.47	120.5518	330	SMTA
KAU037	22.26	120.6515	544	SMTA
KAU037	22.26	120.6515	395	A900
KAU037	22.26	120.6515	121	NANO
KAU038	22.19	120.6925	358	A900
KAU038	22.19	120.6925	347	SMTA
KAU039	22.095	120.7483	326	A900
KAU039	22.095	120.7483	183	SMTA
KAU039	22.095	120.7483	590	NANO
KAU040	22.19	120.8702	249	A900
KAU040	22.19	120.8702	493	SMTA
KAU041	22.1117	120.8667	127	A900
KAU042	22.0233	120.8212	053	A900
KAU042	22.02	120.8372	297	SMTA
KAU043	21.915	120.8408	145	A900
KAU043	21.9117	120.8488	547	SMTA
KAU044	22.4383	120.5035	082	A900
KAU044	22.4367	120.5115	543	SMTA
KAU044	22.4367	120.5115	461	NANO
KAU045	22.565	120.3158	322	A900
KAU045	22.565	120.3157	402	SMTA
KAU046	22.0033	120.746	328	A900
KAU046	22.0017	120.7457	292	SMTA
KAU047	23.08	120.5907	354	A900
KAU047	23.08	120.5908	244	SMTA
KAU048	22.7233	120.4985	440	A900
KAU048	22.7233	120.4987	671	SMTA
KAU049	22.7433	120.6402	449	A900
KAU049	22.7433	120.64	330	SMTA
KAU050	23.16	120.7658	422	A900
KAU050	23.16	120.7657	243	SMTA
KAU051	22.37	120.6282	335	A900
KAU051	22.37	120.6282	650	SMTA
KAU052	21.94	120.8138	348	A900
KAU052	21.94	120.8137	307	SMTA
KAU053	22.82	120.4307	439	A900
KAU053	22.82	120.4307	190	SMTA
KAU054	23.2783	120.7125	224	A900
KAU054	23.275	120.7205	536	SMTA
KAU054	23.275	120.7205	520	NANO
KAU055	22.5733	120.335	315	A900
KAU055	22.58	120.3422	244	SMTA
KAU056	22.5533	120.3438	385	A900
KAU056	22.5483	120.3497	342	SMTA
KAU057	22.635	120.275	425	A900
KAU057	22.6367	120.2752	185	SMTA
KAU058	22.6483	120.321	129	A900
KAU058	22.6467	120.329	511	SMTA
KAU059	22.725	120.3148	309	A900
KAU059	22.7267	120.3165	338	SMTA
KAU060	22.67	120.3108	417	A900
KAU060	22.67	120.3108	485	IDSA
KAU060	22.67	120.3188	347	SMTA
KAU061	22.6383	120.2998	516	A900
KAU061	22.6383	120.2998	321	SMTA
KAU062	22.6217	120.2923	554	A900
KAU062	22.6217	120.2925	413	NANO
KAU063	22.9033	120.1813	329	A900
KAU063	22.9033	120.1825	432	NANO
KAU064	22.7833	120.2477	338	A900
KAU064	22.7833	120.2482	430	NANO
KAU065	22.7517	120.3115	331	A900
KAU065	22.7517	120.3115	349	SMTA
KAU065	22.7517	120.3115	473	NANO
KAU066	22.73	120.3455	434	A900
KAU066	22.73	120.3455	409	NANO
KAU067	22.655	120.4238	446	A900
KAU067	22.655	120.4238	403	NANO
KAU068	22.975	120.5443	340	A900
KAU068	22.975	120.5443	196	SMTA
KAU068	22.975	120.5443	575	NANO
KAU069	22.885	120.6647	336	A900
KAU069	22.885	120.6647	405	NANO
KAU070	22.78	120.495	372	A900
KAU070	22.78	120.4958	346	SMTA
KAU070	22.78	120.4957	533	NANO
KAU071	22.6467	120.5218	406	A900
KAU071	22.6467	120.5215	218	SMTA
KAU071	22.6467	120.5213	527	NANO
KAU072	22.6667	120.6015	321	A900
KAU072	22.6667	120.6013	192	SMTA
KAU072	22.6667	120.6013	577	NANO
KAU073	22.535	120.5353	441	A900
KAU074	22.5717	120.5723	332	A900
KAU074	22.5717	120.572	320	SMTA
KAU074	22.5717	120.572	517	NANO
KAU075	22.4867	120.5062	314	A900
KAU075	22.4867	120.5062	323	SMTA
KAU075	22.4867	120.5062	487	NANO
KAU076	22.425	120.565	413	A900
KAU076	22.425	120.5648	336	SMTA
KAU076	22.425	120.5648	472	NANO
KAU077	22.745	120.7317	303	A900
KAU077	22.745	120.7317	201	SMTA
KAU077	22.745	120.7317	544	NANO
KAU078	22.7067	120.6462	302	A900
KAU078	22.7067	120.6465	160	SMTA
KAU079	22.59	120.6325	343	A900
KAU079	22.59	120.6325	308	SMTA
KAU079	22.59	120.6325	542	NANO
KAU080	22.055	120.7118	388	A900
KAU080	22.0567	120.712	352	SMTA
KAU081	22.0083	120.7452	342	A900
KAU081	22.0083	120.7452	341	SMTA
KAU082	21.94	120.7267	547	A900
KAU082	21.94	120.7322	162	SMTA
KAU083	22.5583	120.4663	335	A900
KAU083	22.56	120.458	295	SMTA
KAU084	22.3467	120.3692	420	A900
KAU084	22.3467	120.3692	198	SMTA
KAU085	22.885	120.321	510	IDSA
KAU085	22.8833	120.329	560	A900
KAU085	22.8833	120.329	225	SMTA
KAU085	22.8833	120.329	490	NANO
KAU086	22.7933	120.295	514	IDSA
KAU086	22.7917	120.303	403	A900
KAU086	22.7917	120.303	337	SMTA
KAU086	22.7917	120.303	576	NANO
KAU087	22.6117	120.31	425	IDSA
KAU087	22.61	120.3182	392	A900
KAU087	22.6117	120.3188	339	SMTA
KAU088	22.645	120.3105	490	IDSA
KAU088	22.6433	120.3187	306	A900
KAU088	22.6433	120.3187	296	SMTA
KAU088	22.6433	120.3187	580	NANO
KAU089	22.48	120.403	483	IDSA
KAU089	22.4783	120.4112	481	A900
KAU089	22.4783	120.4112	461	SMTA
KAU090	22.5917	120.408	422	IDSA
KAU090	22.59	120.416	503	A900
KAU090	22.5883	120.4158	322	SMTA
KAU090	22.5883	120.4158	492	NANO
KAU091	21.9	120.8552	453	A900
KAU091	21.9	120.855	170	SMTA
KAU092	22.5533	120.315	435	A900
KAU092	22.5533	120.315	364	SMTA
KAU092	22.5533	120.315	153	NANO
KAU093	22.5917	120.3593	046	CV57
KAU093	22.5917	120.3593	186	SMTA
KAU094	22.6667	120.3157	048	CV57
KAU095	22.6767	120.4982	512	A900
KAU095	22.6917	120.4902	234	SMTA
KAU096	22.63	120.3127	048	CV57
KAU097	22.1767	120.838	493	SMTA
KAU097	22.1767	120.8378	588	NANO
KAU098	21.9633	120.7523	368	A900
KAU098	21.9583	120.7497	364	SMTA
KAU099	22.0767	120.8202	127	A900
KAU099	22.0733	120.8292	527	SMTA
KAU100	22.5933	120.307	048	CV57
KAU100	22.5933	120.307	201	SMTA
KAU101	10.3767	114.365	361	NANO
KAU102	22.6417	120.2618	191	NANO
KAU102	22.6417	120.2618	254	SMTA
KAU103	22.6267	120.3047	232	SMTA
KAU103	22.6267	120.3047	584	NANO
KAU104	22.69	120.2927	376	SMTA
KAU104	22.69	120.2927	547	NANO
KAU105	22.9383	120.4603	369	SMTA
KAU105	22.9383	120.4603	507	NANO
KAU106	22.6217	120.313	350	SMTA
KAU106	22.6217	120.313	480	NANO
KAU107	22.6233	120.2822	361	SMTA
KAU107	22.6233	120.2822	532	NANO
KAU108	22.8133	120.2242	374	SMTA
KAU108	22.8133	120.2242	510	NANO
KAU109	22.91	120.1987	368	SMTA
KAU109	22.91	120.1988	524	NANO
KAU110	22.6083	120.272	367	SMTA
KAU110	22.6083	120.2715	583	NANO
KAU111	22.6767	120.526	364	SMTA
KAU111	22.6767	120.526	460	NANO
KAU112	22.5817	120.5445	373	SMTA
KAU112	22.5817	120.5445	548	NANO
KAU113	22.3667	120.591	366	SMTA
KAU113	22.3667	120.591	534	NANO
KAU114	22.5133	120.5112	371	SMTA
KAU114	22.5133	120.5112	563	NANO
KAU115	22.33	120.6215	121	NANO
KAU116	22.58	120.3497	437	SMTA
KAU116	22.58	120.3497	482	NANO
KAU117	22.2033	120.752	208	SMTA
KAU118	22.81	120.633	371	SMTA
KAU119	22.35	120.379	401	SMTA
KAU120	22.4833	120.5682	318	SMTA
KAU121	22.9933	120.6463	364	SMTA
KAU122	22.7533	120.3352	173	SMTA
KAU123	22.885	120.4938	531	SMTA
KAU124	22.215	120.799	202	SMTA
KAU125	22.705	120.6448	376	SMTA
KAU126	23.1783	120.7812	362	SMTA
ILA001	24.8817	121.8348	273	IDS
ILA001	24.88	121.843	549	A900
ILA001	24.88	121.8428	159	NANO
ILA002	24.845	121.7972	292	IDS
ILA002	24.8433	121.8055	488	A900
ILA002	24.8417	121.8048	355	NANO
ILA003	24.7967	121.7817	275	IDS
ILA003	24.795	121.79	065	CV57
ILA004	24.745	121.7818	276	IDS
ILA004	24.7433	121.7902	063	CV57
ILA004	24.7433	121.7907	423	SMTA
ILA004	24.7433	121.7907	522	NANO
ILA005	24.6983	121.8037	277	IDS
ILA005	24.6967	121.8127	061	CV57
ILA006	24.64	121.8245	278	IDS
ILA006	24.6383	121.8327	062	CV57
ILA007	24.5933	121.8453	279	IDS
ILA007	24.5917	121.8535	064	CV57
ILA008	24.7083	121.7625	280	IDS
ILA008	24.7067	121.7707	081	CV57
ILA010	24.6183	121.7818	283	IDS
ILA010	24.6167	121.79	091	CV57
ILA011	24.8317	121.7315	282	IDS
ILA012	24.78	121.7337	284	IDS
ILA012	24.7783	121.744	079	CV57
ILA013	24.735	121.7295	285	IDS
ILA013	24.7333	121.7377	087	CV57
ILA014	24.6933	121.719	273	IDS
ILA014	24.6917	121.7272	108	CV57
ILA014	24.6917	121.727	155	SMTA
ILA015	24.78	121.691	287	IDS
ILA015	24.7783	121.6992	080	CV57
ILA015	24.7783	121.6992	425	SMTA
ILA016	24.7483	121.683	288	IDS
ILA016	24.7467	121.6912	476	A900
ILA016	24.7467	121.6907	309	NANO
ILA017	24.7217	121.68	289	IDS
ILA017	24.72	121.6883	478	A900
ILA017	24.7167	121.6887	392	NANO
ILA018	24.68	121.6802	290	IDS
ILA018	24.6783	121.6883	475	A900
ILA018	24.6783	121.6882	181	SMTA
ILA019	24.6433	121.6873	291	IDS
ILA019	24.6417	121.6955	102	CV57
ILA019	24.6417	121.6955	429	SMTA
ILA020	24.755	121.6273	274	IDS
ILA020	24.7533	121.6355	555	A900
ILA020	24.7533	121.6357	433	NANO
ILA021	24.7133	121.6448	293	IDS
ILA021	24.71	121.653	104	CV57
ILA022	24.6683	121.6423	294	IDS
ILA022	24.6667	121.6505	535	A900
ILA022	24.6667	121.6508	182	NANO
ILA023	24.6833	121.5987	295	IDS
ILA023	24.6817	121.607	103	CV57
ILA023	24.6783	121.6095	427	SMTA
ILA023	24.6783	121.6095	454	NANO
ILA024	24.6617	121.6107	296	IDS
ILA024	24.6617	121.6107	530	A900
ILA025	24.6383	121.5655	297	IDS
ILA025	24.6367	121.5737	568	A900
ILA025	24.6367	121.5737	417	SMTA
ILA026	24.675	121.7647	065	A800
ILA026	24.675	121.7647	268	IDS
ILA026	24.6733	121.7728	106	CV57
ILA026	24.6733	121.7728	169	SMTA
ILA026	24.6733	121.7728	530	NANO
ILA027	24.69	121.7587	086	A800
ILA027	24.6883	121.7668	540	A900
ILA027	24.6883	121.7667	298	SMTA
ILA028	24.755	121.7465	010	A800
ILA028	24.755	121.7465	048	A900
ILA028	24.7533	121.7547	089	CV57
ILA029	24.7717	121.7463	264	IDS
ILA029	24.77	121.7545	031	A900
ILA029	24.77	121.7543	237	NANO
ILA030	24.7267	121.756	003	A900
ILA030	24.7233	121.7637	083	CV57
ILA031	24.5983	121.8323	261	A900
ILA031	24.5967	121.8407	085	CV57
ILA032	24.6233	121.8277	097	A800
ILA032	24.62	121.8358	538	A900
ILA032	24.6217	121.8347	420	NANO
ILA033	24.8633	121.8197	258	IDS
ILA033	24.8617	121.8278	494	A900
ILA033	24.8617	121.8275	300	SMTA
ILA033	24.8617	121.8275	504	NANO
ILA034	24.8033	121.8058	246	A900
ILA034	24.8017	121.8142	101	CV57
ILA034	24.8017	121.8142	236	SMTA
ILA035	24.8233	121.76	004	A800
ILA035	24.8217	121.7682	501	A900
ILA035	24.8217	121.7685	237	SMTA
ILA035	24.8217	121.7685	538	NANO
ILA036	24.7883	121.7515	108	A900
ILA036	24.7867	121.7595	082	CV57
ILA037	24.745	121.714	237	A900
ILA037	24.7433	121.7223	090	CV57
ILA037	24.7433	121.7228	302	SMTA
ILA037	24.7433	121.7228	485	NANO
ILA038	24.72	121.7353	034	A800
ILA038	24.7183	121.7435	532	A900
ILA038	24.7183	121.744	335	SMTA
ILA039	24.765	121.721	071	A800
ILA039	24.7617	121.7292	539	A900
ILA039	24.7633	121.7298	317	SMTA
ILA040	24.7733	121.79	070	A800
ILA040	24.7733	121.79	473	IDSA
ILA040	24.7717	121.7988	387	SMTA
ILA041	24.7233	121.7917	069	A800
ILA041	24.7233	121.7917	233	IDS
ILA041	24.7217	121.8003	145	CV57
ILA042	24.6883	121.7905	016	A900
ILA042	24.6867	121.7987	088	CV57
ILA042	24.6867	121.7987	301	SMTA
ILA042	24.6867	121.7987	509	NANO
ILA043	24.6283	121.7355	082	A800
ILA043	24.6267	121.7437	084	CV57
ILA044	24.655	121.7553	068	A800
ILA044	24.655	121.7553	282	IDS
ILA044	24.6533	121.7625	092	CV57
ILA046	24.6667	121.7343	083	A900
ILA046	24.665	121.7425	086	CV57
ILA046	24.665	121.7423	292	SMTA
ILA046	24.665	121.7423	531	NANO
ILA047	24.645	121.7858	035	A900
ILA047	24.6433	121.7942	105	CV57
ILA047	24.6433	121.7942	470	SMTA
ILA048	24.7667	121.753	301	A900
ILA048	24.7667	121.753	238	IDS
ILA048	24.7633	121.7698	110	CV57
ILA049	24.7633	121.7562	311	A900
ILA049	24.7633	121.7563	288	SMTA
ILA050	24.425	121.749	327	A900
ILA050	24.425	121.749	508	SMTA
ILA050	24.425	121.749	634	K2
ILA051	24.7167	121.6828	352	A900
ILA051	24.7167	121.6828	236	SMTA
ILA052	24.6067	121.8595	404	A900
ILA052	24.6067	121.86	498	SMTA
ILA053	24.33	121.731	423	IDSA
ILA053	24.3283	121.7393	280	SMTA
ILA054	24.9717	121.9183	445	IDSA
ILA054	24.97	121.9258	301	SMTA
ILA055	24.7367	121.8085	489	IDSA
ILA055	24.7367	121.8162	304	SMTA
ILA056	24.76	121.808	488	IDSA
ILA056	24.7583	121.8143	313	SMTA
ILA057	24.8067	121.7427	231	IDS
ILA057	24.8033	121.7495	107	CV57
ILA058	24.675	121.7502	297	IDS
ILA058	24.6733	121.7575	109	CV57
ILA059	24.6667	121.8212	440	IDSA
ILA059	24.665	121.8297	341	SMTA
ILA060	24.5767	121.8357	482	IDSA
ILA060	24.575	121.8438	503	SMTA
ILA061	24.5233	121.8255	491	IDSA
ILA061	24.52	121.8328	298	SMTA
ILA062	24.4667	121.7923	457	IDSA
ILA062	24.465	121.8005	563	A900
ILA062	24.465	121.8008	230	SMTA
ILA062	24.465	121.8008	506	NANO
ILA063	24.4883	121.4185	494	IDSA
ILA063	24.6117	121.5258	415	SMTA
ILA064	24.4767	121.777	516	IDSA
ILA064	24.4733	121.7852	357	SMTA
ILA065	24.4717	121.769	449	IDSA
ILA065	24.47	121.7777	491	SMTA
ILA066	24.4467	121.7702	459	IDSA
ILA066	24.445	121.7783	340	SMTA
ILA067	24.4367	121.3813	392	A900
ILA067	24.4367	121.3813	411	SMTA
ILA068	24.5967	121.8572	490	A900
ILA068	24.5967	121.8573	306	SMTA
ILA069	24.8417	121.9437	552	A900
ILA069	24.8417	121.9437	673	SMTA
ILA070	24.7483	121.7537	339	A900
ILA070	24.7533	121.7557	239	SMTA
ILA071	24.6217	121.7942	091	CV57
ILA072	24.7	121.7717	508	NANO
ILA073	24.8533	121.8302	472	SMTA
ILA074	24.6017	121.5128	676	SMTA
ILA075	24.445	121.7783	340	SMTA
ILA076	24.6333	121.7168	521	SMTA
HWA001	23.7883	121.5547	211	IDS
HWA001	23.7867	121.5628	394	A900
HWA001	23.7883	121.563	305	NANO
HWA002	23.6	121.512	240	IDS
HWA002	23.5967	121.5202	120	CV57
HWA002	23.5967	121.5202	365	SMTA
HWA003	23.48	121.5035	281	IDS
HWA003	23.475	121.5055	168	CV57
HWA003	23.475	121.5055	367	SMTA
HWA004	23.1733	121.2402	298	IDS
HWA004	23.1717	121.2483	115	CV57
HWA004	23.1717	121.2483	359	SMTA
HWA005	23.6583	121.413	299	IDS
HWA005	23.6567	121.4212	531	A900
HWA005	23.66	121.4248	370	NANO
HWA006	23.6717	121.417	300	IDS
HWA006	23.67	121.4245	130	CV57
HWA007	23.9883	121.6182	109	A900
HWA007	23.985	121.6262	125	CV57
HWA008	23.9883	121.595	190	A900
HWA008	23.9867	121.603	122	CV57
HWA009	23.9917	121.6155	221	A900
HWA009	23.99	121.6223	132	CV57
HWA010	23.98	121.595	089	A900
HWA010	23.9783	121.6027	135	CV57
HWA011	23.9967	121.5867	255	A900
HWA011	23.995	121.5948	131	CV57
HWA012	23.9917	121.6237	085	A900
HWA012	23.9917	121.6313	137	CV57
HWA012	23.9917	121.6313	354	SMTA
HWA013	23.9767	121.5902	227	A900
HWA013	23.975	121.5985	133	CV57
HWA013	23.975	121.5985	374	SMTA
HWA014	23.9717	121.5982	097	A900
HWA014	23.97	121.6057	136	CV57
HWA015	23.9717	121.5627	433	A900
HWA015	23.9717	121.5627	337	SMTA
HWA015	23.9717	121.5627	467	NANO
HWA016	23.965	121.5603	042	A900
HWA016	23.9617	121.5685	127	CV57
HWA017	23.9483	121.5393	241	A900
HWA017	23.9467	121.547	134	CV57
HWA018	23.9067	121.5243	135	A900
HWA018	23.9033	121.5325	111	CV57
HWA019	23.975	121.6135	427	A900
HWA019	23.975	121.6135	192	CV57
HWA019	23.975	121.6135	499	SMTA
HWA019	23.975	121.6135	201	NANO
HWA020	23.8117	121.4415	412	A900
HWA020	23.8117	121.4417	494	SMTA
HWA021	23.5033	121.328	337	A900
HWA021	23.5033	121.3298	495	SMTA
HWA022	24.2667	121.732	382	A900
HWA023	24.08	121.6048	384	A900
HWA023	24.08	121.6045	488	SMTA
HWA023	24.08	121.6045	628	K2
HWA024	23.35	121.3053	391	A900
HWA024	23.35	121.3053	523	SMTA
HWA025	24.1617	121.6523	361	A900
HWA025	24.1617	121.6522	176	NANO
HWA026	24.1167	121.6245	424	A900
HWA026	24.1167	121.6245	390	NANO
HWA027	24.0533	121.5985	402	A900
HWA027	24.0533	121.5985	396	NANO
HWA028	24.0133	121.6093	360	A900
HWA028	24.0133	121.6095	335	NANO
HWA029	23.935	121.579	364	A900
HWA029	23.935	121.5777	388	NANO
HWA030	23.7833	121.4567	373	A900
HWA030	23.7833	121.456	356	NANO
HWA031	23.7633	121.5003	451	A900
HWA031	23.7633	121.5003	379	NANO
HWA032	23.7083	121.4198	414	A900
HWA032	23.7083	121.4198	365	NANO
HWA033	23.6833	121.4825	387	A900
HWA033	23.6833	121.4827	331	SMTA
HWA034	23.5867	121.3837	379	A900
HWA034	23.5867	121.3837	391	NANO
HWA035	23.73	121.4445	390	A900
HWA035	23.73	121.4447	394	NANO
HWA036	23.4967	121.3743	443	A900
HWA036	23.4967	121.3745	354	NANO
HWA037	23.4517	121.3928	430	A900
HWA037	23.4517	121.3937	383	NANO
HWA038	23.4583	121.3518	429	A900
HWA038	23.4583	121.3518	358	NANO
HWA039	23.3817	121.3593	312	A900
HWA039	23.3817	121.3593	363	NANO
HWA040	23.335	121.317	416	A900
HWA041	23.265	121.303	445	A900
HWA041	23.2633	121.3027	329	NANO
HWA042	23.2183	121.265	369	A900
HWA042	23.2183	121.2645	144	NANO
HWA043	23.7067	121.5475	349	A900
HWA043	23.7067	121.5475	516	SMTA
HWA044	23.6517	121.536	423	A900
HWA044	23.6517	121.5363	327	NANO
HWA045	24.3083	121.7408	250	IDS
HWA045	24.3067	121.749	491	A900
HWA045	24.3083	121.7495	309	SMTA
HWA046	24.1483	121.6208	260	IDS
HWA046	24.1467	121.629	574	A900
HWA046	24.1467	121.6292	380	NANO
HWA047	24.1267	121.6458	266	IDS
HWA047	24.125	121.6548	140	CV57
HWA047	24.125	121.6548	366	SMTA
HWA048	24.01	121.572	211	IDS
HWA048	24.0083	121.5805	121	CV57
HWA049	23.995	121.5563	265	IDS
HWA049	23.9917	121.5645	126	CV57
HWA049	23.9917	121.5645	373	SMTA
HWA050	23.9883	121.5837	261	IDS
HWA050	23.9867	121.5908	118	CV57
HWA051	23.87	121.5485	272	IDS
HWA051	23.8667	121.5568	117	CV57
HWA051	23.8667	121.5568	206	SMTA
HWA052	23.82	121.4648	090	A900
HWA052	23.8183	121.4737	129	CV57
HWA053	23.4067	121.3125	271	IDS
HWA053	23.405	121.3203	113	CV57
HWA054	23.4317	121.3403	270	IDS
HWA054	23.43	121.3483	544	A900
HWA054	23.43	121.3487	336	NANO
HWA055	23.3217	121.332	257	IDS
HWA055	23.32	121.34	095	CV57
HWA056	24.1767	121.5163	330	A900
HWA056	24.1767	121.516	359	NANO
HWA057	24.1567	121.623	431	A900
HWA057	24.1583	121.623	320	SMTA
HWA058	23.965	121.4928	409	A900
HWA058	23.965	121.4928	532	SMTA
HWA059	23.87	121.5073	415	A900
HWA059	23.87	121.5073	544	SMTA
HWA060	23.9033	121.602	370	A900
HWA060	23.9033	121.6017	538	SMTA
HWA061	24.0183	121.6022	241	IDS
HWA061	24.0167	121.6107	124	CV57
HWA062	23.9783	121.6198	495	A900
HWA062	23.9783	121.6198	675	SMTA
HWA063	23.9933	121.593	537	A900
HWA063	23.9933	121.593	362	NANO
HWA063	23.9933	121.593	315	SMTA
HWA064	24.1817	121.4917	330	A900
HWA065	23.3283	121.3193	416	A900
HWA065	23.3283	121.3193	357	NANO
HWA066	23.4817	121.5117	123	CV57
HWA067	23.7533	121.4688	379	NANO
HWA068	23.8967	121.5508	463	NANO
HWA069	24.1717	121.5713	375	SMTA
HWA070	23.1983	121.2938	505	SMTA
HWA071	23.6683	121.4275	295	SMTA
HWA072	24.2067	121.4817	464	SMTA
HWA073	23.3467	121.3192	529	SMTA
HWA074	23.7867	121.5627	334	SMTA
HWA075	23.4933	121.3452	186	SMTA
TTN001	23.3167	121.443	305	IDS
TTN001	23.315	121.4512	119	CV57
TTN001	23.315	121.4512	303	SMTA
TTN002	22.9733	121.2967	302	IDS
TTN002	22.9717	121.3045	128	CV57
TTN002	22.9717	121.304	337	SMTA
TTN003	22.6167	120.9983	303	IDS
TTN003	22.615	121.0068	114	CV57
TTN003	22.615	121.0068	296	SMTA
TTN004	22.91	121.1288	304	IDS
TTN004	22.9067	121.1365	112	CV57
TTN005	22.7533	121.1485	131	A900
TTN005	22.7533	121.1483	161	NANO
TTN006	22.77	121.145	243	A900
TTN006	22.77	121.1448	378	NANO
TTN007	22.7617	121.1507	055	A900
TTN007	22.76	121.1503	345	NANO
TTN008	22.7567	121.158	197	A900
TTN008	22.7567	121.1588	325	NANO
TTN009	22.7467	121.1523	037	A900
TTN009	22.7467	121.1522	395	NANO
TTN010	22.7367	121.1217	168	A900
TTN010	22.7367	121.1217	343	NANO
TTN011	22.78	121.1195	228	A900
TTN011	22.78	121.1193	342	NANO
TTN012	22.7633	121.1425	251	A900
TTN012	22.7633	121.1415	334	NANO
TTN013	22.765	121.1352	245	A900
TTN013	22.765	121.136	360	NANO
TTN014	23.0967	121.3728	411	A900
TTN014	23.0967	121.3732	246	SMTA
TTN015	22.7517	121.1547	344	A900
TTN015	22.7517	121.1548	545	SMTA
TTN016	22.355	120.9035	366	A900
TTN016	22.355	120.9035	512	SMTA
TTN017	22.0367	121.5582	317	A900
TTN017	22.0367	121.5582	524	SMTA
TTN018	22.8167	121.08	320	A900
TTN018	22.8167	121.08	239	SMTA
TTN019	22.37	120.8758	353	A900
TTN020	23.125	121.215	393	A900
TTN020	23.125	121.2147	422	NANO
TTN021	23.1	121.1762	206	A900
TTN021	23.1017	121.176	131	NANO
TTN022	23.095	121.2192	376	A900
TTN022	23.095	121.2192	526	SMTA
TTN023	23.05	121.1648	437	A900
TTN023	23.05	121.1638	419	NANO
TTN024	22.97	121.1165	316	A900
TTN024	22.97	121.1167	189	SMTA
TTN025	22.9017	121.0808	396	A900
TTN025	22.9017	121.08	178	SMTA
TTN025	22.9017	121.08	541	NANO
TTN026	22.8583	121.0917	421	A900
TTN026	22.8583	121.0918	505	SMTA
TTN026	22.8583	121.0918	456	NANO
TTN027	22.8067	121.0942	324	A900
TTN027	22.8067	121.0938	157	SMTA
TTN028	22.7767	121.063	334	A900
TTN028	22.7767	121.0628	171	SMTA
TTN029	22.715	121.049	356	A900
TTN029	22.7167	121.0492	231	SMTA
TTN030	22.6967	121.026	407	A900
TTN030	22.6967	121.0258	194	SMTA
TTN031	23.355	121.468	304	A900
TTN031	23.355	121.4673	119	CV57
TTN031	23.355	121.4673	372	SMTA
TTN031	23.355	121.4673	549	NANO
TTN032	23.2433	121.4142	386	A900
TTN032	23.2433	121.4142	233	SMTA
TTN033	23.1917	121.3957	307	A900
TTN033	23.1917	121.3957	355	SMTA
TTN034	22.895	121.2487	363	A900
TTN034	22.895	121.2487	204	SMTA
TTN035	22.8767	121.2275	310	A900
TTN035	22.8783	121.2277	238	SMTA
TTN035	22.8767	121.2275	579	NANO
TTN036	22.795	121.1945	365	A900
TTN036	22.795	121.1938	240	SMTA
TTN037	22.5317	120.9673	341	A900
TTN037	22.5317	120.9667	327	SMTA
TTN037	22.5317	120.9667	591	NANO
TTN038	22.4617	120.941	323	A900
TTN038	22.4617	120.9408	299	SMTA
TTN040	23.15	121.1992	256	IDS
TTN040	23.1483	121.2072	096	CV57
TTN041	23.1333	121.1172	255	IDS
TTN041	23.1317	121.1252	100	CV57
TTN041	23.1317	121.1252	363	SMTA
TTN042	23.0	121.277	262	IDS
TTN042	22.9983	121.2852	094	CV57
TTN042	22.9983	121.2852	378	SMTA
TTN043	23.0283	121.3228	263	IDS
TTN043	23.0267	121.3308	093	CV57
TTN044	23.0067	121.1658	251	IDS
TTN044	23.005	121.174	099	CV57
TTN045	22.975	121.1478	252	IDS
TTN045	22.9733	121.1558	542	A900
TTN045	22.9733	121.1563	190	SMTA
TTN045	22.9733	121.1565	465	NANO
TTN046	22.9633	121.2328	249	IDS
TTN046	22.9617	121.241	116	CV57
TTN046	22.9617	121.241	293	SMTA
TTN047	22.84	121.1305	254	IDS
TTN047	22.8383	121.1385	541	A900
TTN047	22.8383	121.1385	167	SMTA
TTN048	22.7733	121.0837	245	IDS
TTN048	22.7717	121.0918	534	A900
TTN048	22.7717	121.091	180	SMTA
TTN049	22.7317	121.0993	218	IDS
TTN049	22.73	121.1073	098	CV57
TTN050	22.6733	121.0292	243	IDS
TTN050	22.6717	121.0373	533	A900
TTN050	22.6717	121.037	229	SMTA
TTN051	23.1867	121.0252	301	A900
TTN051	23.1867	121.025	500	SMTA
TTN052	22.595	120.9618	353	A900
TTN052	22.595	120.9617	212	SMTA
TTN053	22.38	120.8568	382	A900
TTN053	22.3817	120.8563	490	SMTA
TTN054	22.7667	121.1368	536	A900
TTN055	22.6733	121.4693	441	A900
TTN055	22.6733	121.4692	169	SMTA
TTN056	22.7633	121.1525	142	CV57
TTN056	22.7633	121.1525	322	SMTA
TTN057	23.025	121.3303	526	NANO
TTN058	22.31	120.8648	543	SMTA
TTN059	22.905	121.13	319	SMTA
TTN060	22.3383	120.888	310	SMTA
TTN061	23.1483	121.2062	437	SMTA
